PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw	proj_capacity_limit_mw	proj_variable_om
Oahu_CentralPV_392_na	.	CentralPV	Oahu	17139916.51	0.060241414	.
Oahu_CentralPV_393_na	.	CentralPV	Oahu	18625786.67	23.99243923	.
Oahu_CentralPV_394_na	.	CentralPV	Oahu	19397571.76	50.2498215	.
Oahu_CentralPV_395_na	.	CentralPV	Oahu	20196916.37	44.07055637	.
Oahu_CentralPV_396_na	.	CentralPV	Oahu	21003940.87	65.20291823	.
Oahu_CentralPV_397_na	.	CentralPV	Oahu	21825600.95	49.36123195	.
Oahu_CentralPV_398_na	.	CentralPV	Oahu	22669752.08	24.8089039	.
Oahu_CentralPV_399_na	.	CentralPV	Oahu	23516233.99	25.5387686	.
Oahu_CentralPV_39_na	.	CentralPV	Oahu	35603760.84	88.62058268	.
Oahu_CentralPV_3_na	.	CentralPV	Oahu	35362099.09	16.85113749	.
Oahu_CentralPV_400_na	.	CentralPV	Oahu	24373143.11	28.25228695	.
Oahu_CentralPV_401_na	.	CentralPV	Oahu	25249200.49	23.32904202	.
Oahu_CentralPV_402_na	.	CentralPV	Oahu	26123998.24	0.524952	.
Oahu_CentralPV_403_na	.	CentralPV	Oahu	27006401.14	8.956787287	.
Oahu_CentralPV_404_na	.	CentralPV	Oahu	27905716.21	12.62379483	.
Oahu_CentralPV_405_na	.	CentralPV	Oahu	28801315.38	18.31884003	.
Oahu_CentralPV_406_na	.	CentralPV	Oahu	29702589.4	0.029404845	.
Oahu_CentralPV_407_na	.	CentralPV	Oahu	31530475.42	1.243833249	.
Oahu_CentralPV_408_na	.	CentralPV	Oahu	32446026.19	12.271725	.
Oahu_CentralPV_409_na	.	CentralPV	Oahu	33365545.93	4.25172708	.
Oahu_CentralPV_40_na	.	CentralPV	Oahu	36228839.51	15.68524284	.
Oahu_CentralPV_410_na	.	CentralPV	Oahu	34299107.71	24.51890474	.
Oahu_CentralPV_411_na	.	CentralPV	Oahu	35225676.25	29.14542942	.
Oahu_CentralPV_412_na	.	CentralPV	Oahu	36155346.32	19.41133923	.
Oahu_CentralPV_413_na	.	CentralPV	Oahu	37087884.76	17.08158618	.
Oahu_CentralPV_414_na	.	CentralPV	Oahu	12090603.04	27.05647723	.
Oahu_CentralPV_415_na	.	CentralPV	Oahu	11679597.49	9.349640619	.
Oahu_CentralPV_416_na	.	CentralPV	Oahu	11087643.2	10.39314371	.
Oahu_CentralPV_417_na	.	CentralPV	Oahu	10912237.8	5.837748989	.
Oahu_CentralPV_418_na	.	CentralPV	Oahu	10826034.08	13.47980602	.
Oahu_CentralPV_419_na	.	CentralPV	Oahu	11107606.86	6.273	.
Oahu_CentralPV_41_na	.	CentralPV	Oahu	26979417.14	0.37299546	.
Oahu_CentralPV_420_na	.	CentralPV	Oahu	11372029.65	0.49975416	.
Oahu_CentralPV_421_na	.	CentralPV	Oahu	11717847.76	45.02355561	.
Oahu_CentralPV_422_na	.	CentralPV	Oahu	12130794.99	74.18629172	.
Oahu_CentralPV_423_na	.	CentralPV	Oahu	12607361.88	21.25138701	.
Oahu_CentralPV_424_na	.	CentralPV	Oahu	13146916.94	0.12589596	.
Oahu_CentralPV_425_na	.	CentralPV	Oahu	14365890.91	0.03596166	.
Oahu_CentralPV_426_na	.	CentralPV	Oahu	15032515.16	41.47608965	.
Oahu_CentralPV_427_na	.	CentralPV	Oahu	15740661.56	28.51517202	.
Oahu_CentralPV_428_na	.	CentralPV	Oahu	16470285.55	0.04608221	.
Oahu_CentralPV_429_na	.	CentralPV	Oahu	18011562.47	0.16271748	.
Oahu_CentralPV_42_na	.	CentralPV	Oahu	27126313.73	42.18022636	.
Oahu_CentralPV_430_na	.	CentralPV	Oahu	18808606.71	21.62257165	.
Oahu_CentralPV_431_na	.	CentralPV	Oahu	19631983.89	14.97722169	.
Oahu_CentralPV_432_na	.	CentralPV	Oahu	20461337.84	25.6031938	.
Oahu_CentralPV_433_na	.	CentralPV	Oahu	21303969.82	3.211751114	.
Oahu_CentralPV_434_na	.	CentralPV	Oahu	22168026.82	23.73997622	.
Oahu_CentralPV_435_na	.	CentralPV	Oahu	23032986.89	33.98880838	.
Oahu_CentralPV_436_na	.	CentralPV	Oahu	23907254.21	18.56339588	.
Oahu_CentralPV_437_na	.	CentralPV	Oahu	24799804.86	7.29104841	.
Oahu_CentralPV_438_na	.	CentralPV	Oahu	26586780.08	10.66186579	.
Oahu_CentralPV_439_na	.	CentralPV	Oahu	27499848.79	3.723234525	.
Oahu_CentralPV_43_na	.	CentralPV	Oahu	27306565.16	51.50922388	.
Oahu_CentralPV_440_na	.	CentralPV	Oahu	28408272.66	0.16299225	.
Oahu_CentralPV_441_na	.	CentralPV	Oahu	33026980.63	2.102388705	.
Oahu_CentralPV_442_na	.	CentralPV	Oahu	33969870.99	7.678015425	.
Oahu_CentralPV_443_na	.	CentralPV	Oahu	34905202.37	11.61374332	.
Oahu_CentralPV_444_na	.	CentralPV	Oahu	35843207.13	15.12739809	.
Oahu_CentralPV_445_na	.	CentralPV	Oahu	36783680.83	47.66898046	.
Oahu_CentralPV_446_na	.	CentralPV	Oahu	37737044.04	2.931414411	.
Oahu_CentralPV_447_na	.	CentralPV	Oahu	11208626.56	36.8232903	.
Oahu_CentralPV_448_na	.	CentralPV	Oahu	10764053.78	30.1659924	.
Oahu_CentralPV_449_na	.	CentralPV	Oahu	10429998.64	0.421867486	.
Oahu_CentralPV_44_na	.	CentralPV	Oahu	27520922.49	25.58109096	.
Oahu_CentralPV_450_na	.	CentralPV	Oahu	10806065.29	57.93809345	.
Oahu_CentralPV_451_na	.	CentralPV	Oahu	11252579.59	30.36524795	.
Oahu_CentralPV_452_na	.	CentralPV	Oahu	11764829.29	27.92534866	.
Oahu_CentralPV_453_na	.	CentralPV	Oahu	12341327.07	1.021924804	.
Oahu_CentralPV_454_na	.	CentralPV	Oahu	14333433.9	19.88005858	.
Oahu_CentralPV_455_na	.	CentralPV	Oahu	15074500.26	8.995679471	.
Oahu_CentralPV_456_na	.	CentralPV	Oahu	15834890.1	22.17707982	.
Oahu_CentralPV_457_na	.	CentralPV	Oahu	17432511.74	2.41354197	.
Oahu_CentralPV_458_na	.	CentralPV	Oahu	18254892.29	18.89935033	.
Oahu_CentralPV_459_na	.	CentralPV	Oahu	19102186.81	18.52124153	.
Oahu_CentralPV_45_na	.	CentralPV	Oahu	27771564.84	32.13943208	.
Oahu_CentralPV_460_na	.	CentralPV	Oahu	19953606.93	38.82798283	.
Oahu_CentralPV_461_na	.	CentralPV	Oahu	20816833.39	31.53051875	.
Oahu_CentralPV_462_na	.	CentralPV	Oahu	21700327.08	32.11364584	.
Oahu_CentralPV_463_na	.	CentralPV	Oahu	22583237.52	15.55429223	.
Oahu_CentralPV_464_na	.	CentralPV	Oahu	23474290.0	10.9065016	.
Oahu_CentralPV_465_na	.	CentralPV	Oahu	24382723.07	0.288	.
Oahu_CentralPV_466_na	.	CentralPV	Oahu	26198215.12	0.486	.
Oahu_CentralPV_467_na	.	CentralPV	Oahu	34610336.36	8.21698839	.
Oahu_CentralPV_468_na	.	CentralPV	Oahu	35556140.86	19.15349859	.
Oahu_CentralPV_469_na	.	CentralPV	Oahu	36504030.75	48.5550155	.
Oahu_CentralPV_46_na	.	CentralPV	Oahu	28052031.19	46.25911636	.
Oahu_CentralPV_470_na	.	CentralPV	Oahu	37464530.3	9.873713019	.
Oahu_CentralPV_471_na	.	CentralPV	Oahu	10893888.86	4.088778025	.
Oahu_CentralPV_472_na	.	CentralPV	Oahu	10347269.62	61.22661872	.
Oahu_CentralPV_473_na	.	CentralPV	Oahu	9864007.327	12.63289802	.
Oahu_CentralPV_474_na	.	CentralPV	Oahu	8843039.576	10.37947104	.
Oahu_CentralPV_475_na	.	CentralPV	Oahu	9180475.365	0.01691415	.
Oahu_CentralPV_476_na	.	CentralPV	Oahu	9498823.768	1.179304349	.
Oahu_CentralPV_477_na	.	CentralPV	Oahu	9910347.388	18.93966101	.
Oahu_CentralPV_478_na	.	CentralPV	Oahu	10395462.23	6.334354323	.
Oahu_CentralPV_479_na	.	CentralPV	Oahu	10947942.75	64.22218808	.
Oahu_CentralPV_47_na	.	CentralPV	Oahu	28367638.9	78.7359601	.
Oahu_CentralPV_480_na	.	CentralPV	Oahu	11565282.93	61.55753185	.
Oahu_CentralPV_481_na	.	CentralPV	Oahu	12225045.86	12.00012063	.
Oahu_CentralPV_482_na	.	CentralPV	Oahu	12934376.91	5.480166465	.
Oahu_CentralPV_483_na	.	CentralPV	Oahu	13671074.16	8.7916527	.
Oahu_CentralPV_484_na	.	CentralPV	Oahu	14446199.99	0.04738869	.
Oahu_CentralPV_485_na	.	CentralPV	Oahu	15238013.91	17.14154247	.
Oahu_CentralPV_486_na	.	CentralPV	Oahu	16051250.74	0.03691521	.
Oahu_CentralPV_487_na	.	CentralPV	Oahu	18610526.42	0.009	.
Oahu_CentralPV_488_na	.	CentralPV	Oahu	19483474.95	19.47393842	.
Oahu_CentralPV_489_na	.	CentralPV	Oahu	20366667.33	22.72958414	.
Oahu_CentralPV_48_na	.	CentralPV	Oahu	28710339.06	26.30318437	.
Oahu_CentralPV_490_na	.	CentralPV	Oahu	21268897.94	9.737885332	.
Oahu_CentralPV_491_na	.	CentralPV	Oahu	22169025.04	12.00468419	.
Oahu_CentralPV_492_na	.	CentralPV	Oahu	23076104.11	3.586626162	.
Oahu_CentralPV_493_na	.	CentralPV	Oahu	33390586.06	0.072	.
Oahu_CentralPV_494_na	.	CentralPV	Oahu	34341738.07	8.072666283	.
Oahu_CentralPV_495_na	.	CentralPV	Oahu	35294759.51	32.80958518	.
Oahu_CentralPV_496_na	.	CentralPV	Oahu	36249503.0	40.96035274	.
Oahu_CentralPV_497_na	.	CentralPV	Oahu	37216589.95	19.97423815	.
Oahu_CentralPV_498_na	.	CentralPV	Oahu	10103988.81	9.457903622	.
Oahu_CentralPV_499_na	.	CentralPV	Oahu	9512136.146	51.54641196	.
Oahu_CentralPV_49_na	.	CentralPV	Oahu	29086731.01	0.036	.
Oahu_CentralPV_4_na	.	CentralPV	Oahu	35750818.38	43.11531518	.
Oahu_CentralPV_500_na	.	CentralPV	Oahu	8984117.791	9.723989098	.
Oahu_CentralPV_501_na	.	CentralPV	Oahu	7849844.704	7.02652896	.
Oahu_CentralPV_502_na	.	CentralPV	Oahu	7978940.72	13.88957625	.
Oahu_CentralPV_503_na	.	CentralPV	Oahu	8228236.356	58.11313779	.
Oahu_CentralPV_504_na	.	CentralPV	Oahu	8582040.396	32.85752504	.
Oahu_CentralPV_505_na	.	CentralPV	Oahu	9035473.723	13.30612181	.
Oahu_CentralPV_506_na	.	CentralPV	Oahu	9565117.066	40.48061589	.
Oahu_CentralPV_507_na	.	CentralPV	Oahu	10162889.11	33.77070343	.
Oahu_CentralPV_508_na	.	CentralPV	Oahu	10825141.38	15.86223656	.
Oahu_CentralPV_509_na	.	CentralPV	Oahu	11527389.49	51.47193366	.
Oahu_CentralPV_50_na	.	CentralPV	Oahu	33592387.96	0.03032973	.
Oahu_CentralPV_510_na	.	CentralPV	Oahu	12277138.56	19.10298002	.
Oahu_CentralPV_511_na	.	CentralPV	Oahu	13051028.72	5.862635235	.
Oahu_CentralPV_512_na	.	CentralPV	Oahu	13860910.86	0.259038405	.
Oahu_CentralPV_513_na	.	CentralPV	Oahu	14684355.31	0.783	.
Oahu_CentralPV_514_na	.	CentralPV	Oahu	19053725.64	14.81794756	.
Oahu_CentralPV_515_na	.	CentralPV	Oahu	19955974.11	15.21330397	.
Oahu_CentralPV_516_na	.	CentralPV	Oahu	33141922.44	5.848942427	.
Oahu_CentralPV_517_na	.	CentralPV	Oahu	34100028.44	5.810241096	.
Oahu_CentralPV_518_na	.	CentralPV	Oahu	35059637.76	11.75684697	.
Oahu_CentralPV_519_na	.	CentralPV	Oahu	36020630.33	28.58763726	.
Oahu_CentralPV_51_na	.	CentralPV	Oahu	34197205.18	60.60265777	.
Oahu_CentralPV_520_na	.	CentralPV	Oahu	36993717.28	31.96664046	.
Oahu_CentralPV_521_na	.	CentralPV	Oahu	37957176.65	0.036	.
Oahu_CentralPV_522_na	.	CentralPV	Oahu	6857268.649	3.58595208	.
Oahu_CentralPV_523_na	.	CentralPV	Oahu	7004745.152	23.97360683	.
Oahu_CentralPV_524_na	.	CentralPV	Oahu	7287505.525	27.33333699	.
Oahu_CentralPV_525_na	.	CentralPV	Oahu	7684801.857	17.11117212	.
Oahu_CentralPV_526_na	.	CentralPV	Oahu	8188129.345	1.992844747	.
Oahu_CentralPV_527_na	.	CentralPV	Oahu	9417633.287	0.671853757	.
Oahu_CentralPV_528_na	.	CentralPV	Oahu	10128776.76	46.59890658	.
Oahu_CentralPV_529_na	.	CentralPV	Oahu	10876123.72	18.40241567	.
Oahu_CentralPV_52_na	.	CentralPV	Oahu	34826481.86	89.08251104	.
Oahu_CentralPV_530_na	.	CentralPV	Oahu	11667837.49	38.76098889	.
Oahu_CentralPV_531_na	.	CentralPV	Oahu	12479606.88	17.91140296	.
Oahu_CentralPV_532_na	.	CentralPV	Oahu	13324302.6	2.340531198	.
Oahu_CentralPV_533_na	.	CentralPV	Oahu	14178978.39	7.716490044	.
Oahu_CentralPV_534_na	.	CentralPV	Oahu	32921426.43	5.238673269	.
Oahu_CentralPV_535_na	.	CentralPV	Oahu	33885783.08	18.05830176	.
Oahu_CentralPV_536_na	.	CentralPV	Oahu	34851307.3	53.47663819	.
Oahu_CentralPV_537_na	.	CentralPV	Oahu	35817904.76	36.36850715	.
Oahu_CentralPV_538_na	.	CentralPV	Oahu	36796368.01	10.33967721	.
Oahu_CentralPV_539_na	.	CentralPV	Oahu	37764876.82	6.607824435	.
Oahu_CentralPV_53_na	.	CentralPV	Oahu	35465311.29	11.36497489	.
Oahu_CentralPV_540_na	.	CentralPV	Oahu	6037438.87	0.716447116	.
Oahu_CentralPV_541_na	.	CentralPV	Oahu	6363390.035	4.024547141	.
Oahu_CentralPV_542_na	.	CentralPV	Oahu	7377806.638	6.97414095	.
Oahu_CentralPV_543_na	.	CentralPV	Oahu	8017818.263	45.28880783	.
Oahu_CentralPV_544_na	.	CentralPV	Oahu	8722383.318	8.586443536	.
Oahu_CentralPV_545_na	.	CentralPV	Oahu	9485835.882	26.94672971	.
Oahu_CentralPV_546_na	.	CentralPV	Oahu	10280069.9	18.8245773	.
Oahu_CentralPV_547_na	.	CentralPV	Oahu	11114361.09	14.87891399	.
Oahu_CentralPV_548_na	.	CentralPV	Oahu	11963778.48	5.446296045	.
Oahu_CentralPV_549_na	.	CentralPV	Oahu	12842479.48	1.015357575	.
Oahu_CentralPV_54_na	.	CentralPV	Oahu	25879057.87	3.560373879	.
Oahu_CentralPV_550_na	.	CentralPV	Oahu	13727217.32	2.789313858	.
Oahu_CentralPV_551_na	.	CentralPV	Oahu	29815281.66	0.041659785	.
Oahu_CentralPV_552_na	.	CentralPV	Oahu	30782009.34	0.514578915	.
Oahu_CentralPV_553_na	.	CentralPV	Oahu	31749874.22	5.352151645	.
Oahu_CentralPV_554_na	.	CentralPV	Oahu	32729667.55	7.217782878	.
Oahu_CentralPV_555_na	.	CentralPV	Oahu	33699526.04	20.19749487	.
Oahu_CentralPV_556_na	.	CentralPV	Oahu	34670251.32	57.83538298	.
Oahu_CentralPV_557_na	.	CentralPV	Oahu	35641772.66	69.19627558	.
Oahu_CentralPV_558_na	.	CentralPV	Oahu	36624954.92	73.44862891	.
Oahu_CentralPV_559_na	.	CentralPV	Oahu	37597892.32	50.20155004	.
Oahu_CentralPV_55_na	.	CentralPV	Oahu	25993008.42	19.83631816	.
Oahu_CentralPV_560_na	.	CentralPV	Oahu	5080959.624	1.026	.
Oahu_CentralPV_561_na	.	CentralPV	Oahu	7324858.745	0.519793735	.
Oahu_CentralPV_562_na	.	CentralPV	Oahu	8090042.787	3.030847552	.
Oahu_CentralPV_563_na	.	CentralPV	Oahu	8907894.958	11.87644108	.
Oahu_CentralPV_564_na	.	CentralPV	Oahu	9749360.686	2.48331375	.
Oahu_CentralPV_565_na	.	CentralPV	Oahu	10625437.33	0.122442975	.
Oahu_CentralPV_566_na	.	CentralPV	Oahu	11511020.32	3.798736965	.
Oahu_CentralPV_567_na	.	CentralPV	Oahu	12421818.83	0.054886635	.
Oahu_CentralPV_568_na	.	CentralPV	Oahu	29636749.83	0.757304955	.
Oahu_CentralPV_569_na	.	CentralPV	Oahu	30609129.75	1.661665995	.
Oahu_CentralPV_56_na	.	CentralPV	Oahu	26145509.19	76.99506954	.
Oahu_CentralPV_570_na	.	CentralPV	Oahu	31582305.93	8.686542375	.
Oahu_CentralPV_571_na	.	CentralPV	Oahu	32567153.66	29.00355805	.
Oahu_CentralPV_572_na	.	CentralPV	Oahu	33541723.8	26.88316	.
Oahu_CentralPV_573_na	.	CentralPV	Oahu	34516899.23	86.46590824	.
Oahu_CentralPV_574_na	.	CentralPV	Oahu	35492630.16	86.76532264	.
Oahu_CentralPV_575_na	.	CentralPV	Oahu	36479843.83	60.01115391	.
Oahu_CentralPV_576_na	.	CentralPV	Oahu	37456561.94	1.125165768	.
Oahu_CentralPV_577_na	.	CentralPV	Oahu	4605017.278	0.13488921	.
Oahu_CentralPV_578_na	.	CentralPV	Oahu	7536464.478	0.115340605	.
Oahu_CentralPV_579_na	.	CentralPV	Oahu	8408368.728	6.092957317	.
Oahu_CentralPV_57_na	.	CentralPV	Oahu	26332535.8	33.38524179	.
Oahu_CentralPV_580_na	.	CentralPV	Oahu	9295196.204	0.272876826	.
Oahu_CentralPV_581_na	.	CentralPV	Oahu	10210344.54	0.289624725	.
Oahu_CentralPV_582_na	.	CentralPV	Oahu	29490689.67	1.24053399	.
Oahu_CentralPV_583_na	.	CentralPV	Oahu	30467742.7	8.668086435	.
Oahu_CentralPV_584_na	.	CentralPV	Oahu	31445305.84	14.15975382	.
Oahu_CentralPV_585_na	.	CentralPV	Oahu	32434324.6	46.94523756	.
Oahu_CentralPV_586_na	.	CentralPV	Oahu	33412779.75	29.97258735	.
Oahu_CentralPV_587_na	.	CentralPV	Oahu	34391621.86	52.60203056	.
Oahu_CentralPV_588_na	.	CentralPV	Oahu	35370818.88	25.83012547	.
Oahu_CentralPV_589_na	.	CentralPV	Oahu	36361349.86	1.160306956	.
Oahu_CentralPV_58_na	.	CentralPV	Oahu	26554817.02	2.9420028	.
Oahu_CentralPV_590_na	.	CentralPV	Oahu	3238979.054	4.761	.
Oahu_CentralPV_591_na	.	CentralPV	Oahu	3812436.318	0.27911079	.
Oahu_CentralPV_592_na	.	CentralPV	Oahu	8001956.9	0.572351935	.
Oahu_CentralPV_593_na	.	CentralPV	Oahu	8929264.745	0.100840907	.
Oahu_CentralPV_594_na	.	CentralPV	Oahu	28397196.29	0.495	.
Oahu_CentralPV_595_na	.	CentralPV	Oahu	29377585.75	1.554747335	.
Oahu_CentralPV_596_na	.	CentralPV	Oahu	30358288.45	32.19075689	.
Oahu_CentralPV_597_na	.	CentralPV	Oahu	31339275.08	43.9229015	.
Oahu_CentralPV_598_na	.	CentralPV	Oahu	32331546.47	69.75277006	.
Oahu_CentralPV_599_na	.	CentralPV	Oahu	33313029.23	40.73016627	.
Oahu_CentralPV_59_na	.	CentralPV	Oahu	26814551.63	79.15219719	.
Oahu_CentralPV_5_na	.	CentralPV	Oahu	36158108.78	32.13681447	.
Oahu_CentralPV_600_na	.	CentralPV	Oahu	34294727.1	23.09311909	.
Oahu_CentralPV_601_na	.	CentralPV	Oahu	35276622.18	0.009167788	.
Oahu_CentralPV_602_na	.	CentralPV	Oahu	3137571.063	0.288	.
Oahu_CentralPV_603_na	.	CentralPV	Oahu	28314661.08	1.7455392	.
Oahu_CentralPV_604_na	.	CentralPV	Oahu	29297820.05	27.23957825	.
Oahu_CentralPV_605_na	.	CentralPV	Oahu	30281113.55	31.76007697	.
Oahu_CentralPV_606_na	.	CentralPV	Oahu	31264528.99	40.85929498	.
Oahu_CentralPV_607_na	.	CentralPV	Oahu	32259106.76	12.05779055	.
Oahu_CentralPV_608_na	.	CentralPV	Oahu	26286394.98	0.00973368	.
Oahu_CentralPV_609_na	.	CentralPV	Oahu	27271094.62	15.58221723	.
Oahu_CentralPV_60_na	.	CentralPV	Oahu	27104981.5	70.08736153	.
Oahu_CentralPV_610_na	.	CentralPV	Oahu	28266895.66	18.26598321	.
Oahu_CentralPV_611_na	.	CentralPV	Oahu	29251665.55	31.25179836	.
Oahu_CentralPV_612_na	.	CentralPV	Oahu	562106.551	2.571919425	.
Oahu_CentralPV_613_na	.	CentralPV	Oahu	25287402.88	3.258430965	.
Oahu_CentralPV_614_na	.	CentralPV	Oahu	26272602.29	5.78971107	.
Oahu_CentralPV_615_na	.	CentralPV	Oahu	27257803.68	8.04858615	.
Oahu_CentralPV_616_na	.	CentralPV	Oahu	1252781.932	4.763080575	.
Oahu_CentralPV_617_na	.	CentralPV	Oahu	21353851.23	0.17174304	.
Oahu_CentralPV_618_na	.	CentralPV	Oahu	24316919.76	31.81089866	.
Oahu_CentralPV_619_na	.	CentralPV	Oahu	25312173.09	53.09696038	.
Oahu_CentralPV_61_na	.	CentralPV	Oahu	27431546.6	57.0124971	.
Oahu_CentralPV_620_na	.	CentralPV	Oahu	26296445.73	2.2730751	.
Oahu_CentralPV_621_na	.	CentralPV	Oahu	21430426.42	13.40258567	.
Oahu_CentralPV_622_na	.	CentralPV	Oahu	22421978.75	52.81763812	.
Oahu_CentralPV_623_na	.	CentralPV	Oahu	23402909.84	45.33353486	.
Oahu_CentralPV_624_na	.	CentralPV	Oahu	24384187.12	43.32048168	.
Oahu_CentralPV_625_na	.	CentralPV	Oahu	25376801.19	1.903327573	.
Oahu_CentralPV_626_na	.	CentralPV	Oahu	22538337.75	44.40238859	.
Oahu_CentralPV_627_na	.	CentralPV	Oahu	23514411.19	7.20856197	.
Oahu_CentralPV_628_na	.	CentralPV	Oahu	13090152.39	2.266372755	.
Oahu_CentralPV_629_na	.	CentralPV	Oahu	21718785.87	0.42488838	.
Oahu_CentralPV_62_na	.	CentralPV	Oahu	27785852.41	78.56409496	.
Oahu_CentralPV_630_na	.	CentralPV	Oahu	22697733.22	8.188981605	.
Oahu_CentralPV_631_na	.	CentralPV	Oahu	10753379.35	0.03737286	.
Oahu_CentralPV_632_na	.	CentralPV	Oahu	12531466.24	3.516690817	.
Oahu_CentralPV_633_na	.	CentralPV	Oahu	13436742.75	15.49595121	.
Oahu_CentralPV_634_na	.	CentralPV	Oahu	14352552.02	5.929651485	.
Oahu_CentralPV_635_na	.	CentralPV	Oahu	16219112.75	0.42791544	.
Oahu_CentralPV_636_na	.	CentralPV	Oahu	17167343.28	1.483107313	.
Oahu_CentralPV_637_na	.	CentralPV	Oahu	20972596.59	0.119474595	.
Oahu_CentralPV_638_na	.	CentralPV	Oahu	9657249.029	0.387	.
Oahu_CentralPV_639_na	.	CentralPV	Oahu	10438464.31	14.37241571	.
Oahu_CentralPV_63_na	.	CentralPV	Oahu	28174655.3	29.13962008	.
Oahu_CentralPV_640_na	.	CentralPV	Oahu	11261044.13	17.31414882	.
Oahu_CentralPV_641_na	.	CentralPV	Oahu	12100187.64	20.56827135	.
Oahu_CentralPV_642_na	.	CentralPV	Oahu	12969670.32	1.738405023	.
Oahu_CentralPV_643_na	.	CentralPV	Oahu	13846304.45	49.12783758	.
Oahu_CentralPV_644_na	.	CentralPV	Oahu	14736662.96	42.04817719	.
Oahu_CentralPV_645_na	.	CentralPV	Oahu	15648591.13	23.77199515	.
Oahu_CentralPV_646_na	.	CentralPV	Oahu	16559948.73	23.55407055	.
Oahu_CentralPV_647_na	.	CentralPV	Oahu	17489693.05	1.291490492	.
Oahu_CentralPV_648_na	.	CentralPV	Oahu	18415952.17	20.38461672	.
Oahu_CentralPV_649_na	.	CentralPV	Oahu	19348037.26	3.828568161	.
Oahu_CentralPV_64_na	.	CentralPV	Oahu	28588093.22	1.364654421	.
Oahu_CentralPV_650_na	.	CentralPV	Oahu	20295700.58	1.39927581	.
Oahu_CentralPV_651_na	.	CentralPV	Oahu	21237212.25	2.968241985	.
Oahu_CentralPV_652_na	.	CentralPV	Oahu	9618721.877	0.96735465	.
Oahu_CentralPV_653_na	.	CentralPV	Oahu	10316027.21	7.062479865	.
Oahu_CentralPV_654_na	.	CentralPV	Oahu	11050734.96	40.18895124	.
Oahu_CentralPV_655_na	.	CentralPV	Oahu	11830788.88	56.41270726	.
Oahu_CentralPV_656_na	.	CentralPV	Oahu	12632111.87	28.27579623	.
Oahu_CentralPV_657_na	.	CentralPV	Oahu	13467268.21	10.86082744	.
Oahu_CentralPV_658_na	.	CentralPV	Oahu	14313433.58	31.98107209	.
Oahu_CentralPV_659_na	.	CentralPV	Oahu	15176387.69	8.114752689	.
Oahu_CentralPV_65_na	.	CentralPV	Oahu	32806266.63	0.258412678	.
Oahu_CentralPV_660_na	.	CentralPV	Oahu	16952403.0	9.8804466	.
Oahu_CentralPV_661_na	.	CentralPV	Oahu	17861710.75	4.83955479	.
Oahu_CentralPV_662_na	.	CentralPV	Oahu	18769601.45	6.157914952	.
Oahu_CentralPV_663_na	.	CentralPV	Oahu	19684930.56	49.03926036	.
Oahu_CentralPV_664_na	.	CentralPV	Oahu	20617097.43	6.67604961	.
Oahu_CentralPV_665_na	.	CentralPV	Oahu	11025386.07	9.24888762	.
Oahu_CentralPV_666_na	.	CentralPV	Oahu	11715655.83	41.07509147	.
Oahu_CentralPV_667_na	.	CentralPV	Oahu	12454097.22	7.729962515	.
Oahu_CentralPV_668_na	.	CentralPV	Oahu	18280364.81	35.50198878	.
Oahu_CentralPV_669_na	.	CentralPV	Oahu	19168415.2	18.87055569	.
Oahu_CentralPV_66_na	.	CentralPV	Oahu	33425360.37	68.38080908	.
Oahu_CentralPV_670_na	.	CentralPV	Oahu	9754463.044	0.821962575	.
Oahu_CentralPV_671_na	.	CentralPV	Oahu	10155637.79	3.24543564	.
Oahu_CentralPV_672_na	.	CentralPV	Oahu	10629572.99	4.9024161	.
Oahu_CentralPV_673_na	.	CentralPV	Oahu	11776189.47	1.22429511	.
Oahu_CentralPV_674_na	.	CentralPV	Oahu	10407160.48	0.006350265	.
Oahu_CentralPV_675_na	.	CentralPV	Oahu	10688983.79	24.62529258	.
Oahu_CentralPV_676_na	.	CentralPV	Oahu	11056249.72	34.09342797	.
Oahu_CentralPV_677_na	.	CentralPV	Oahu	11493057.6	13.81288649	.
Oahu_CentralPV_678_na	.	CentralPV	Oahu	11375252.58	2.510642385	.
Oahu_CentralPV_679_na	.	CentralPV	Oahu	11633593.5	14.96640509	.
Oahu_CentralPV_67_na	.	CentralPV	Oahu	34068945.21	88.62131993	.
Oahu_CentralPV_680_na	.	CentralPV	Oahu	11971863.43	2.004180912	.
Oahu_CentralPV_681_na	.	CentralPV	Oahu	12376347.65	0.28584315	.
Oahu_CentralPV_682_na	.	CentralPV	Oahu	12843820.37	2.72915685	.
Oahu_CentralPV_683_na	.	CentralPV	Oahu	12347679.53	0.03100356	.
Oahu_CentralPV_684_na	.	CentralPV	Oahu	14558991.85	0.009	.
Oahu_CentralPV_685_na	.	CentralPV	Oahu	13171240.05	5.43882951	.
Oahu_CentralPV_686_na	.	CentralPV	Oahu	13323492.91	3.43116693	.
Oahu_CentralPV_687_na	.	CentralPV	Oahu	14287364.68	0.045	.
Oahu_CentralPV_688_na	.	CentralPV	Oahu	14084943.99	2.545280235	.
Oahu_CentralPV_689_na	.	CentralPV	Oahu	15269278.31	2.360837964	.
Oahu_CentralPV_68_na	.	CentralPV	Oahu	34721762.29	12.38812457	.
Oahu_CentralPV_690_na	.	CentralPV	Oahu	15142157.91	9.609388958	.
