county,year ,fuel_type,price_MMBtu,fuel_scen_id
Maui,2020,LSIFO,31.1,2
Maui,2021,LSIFO,32.25,2
Maui,2022,LSIFO,33.56,2
Maui,2023,LSIFO,34.89,2
Maui,2024,LSIFO,36.32,2
Maui,2025,LSIFO,37.84,2
Maui,2026,LSIFO,39.42,2
Maui,2027,LSIFO,41.07,2
Maui,2028,LSIFO,42.79,2
Maui,2029,LSIFO,44.55,2
Maui,2030,LSIFO,46.27,2
Maui,2031,LSIFO,48.04,2
Maui,2032,LSIFO,49.86,2
Maui,2033,LSIFO,51.94,2
Maui,2013,LSIFO,17.95,3
Maui,2014,LSIFO,18.23,3
Maui,2015,LSIFO,18.31,3
Maui,2016,LSIFO,18.8,3
Maui,2017,LSIFO,19.48,3
Maui,2018,LSIFO,20.2,3
Maui,2019,LSIFO,20.94,3
Maui,2020,LSIFO,21.73,3
Maui,2021,LSIFO,22.56,3
Maui,2022,LSIFO,23.45,3
Maui,2023,LSIFO,24.36,3
Maui,2024,LSIFO,25.31,3
Maui,2025,LSIFO,26.3,3
Maui,2026,LSIFO,27.33,3
Maui,2027,LSIFO,28.41,3
Maui,2028,LSIFO,29.52,3
Maui,2029,LSIFO,30.69,3
Maui,2030,LSIFO,31.91,3
Maui,2031,LSIFO,33.18,3
Maui,2032,LSIFO,34.49,3
Maui,2033,LSIFO,35.85,3
Hawaii,2013,MSFO,15.53,1
Hawaii,2014,MSFO,13.78,1
Hawaii,2015,MSFO,13.02,1
Hawaii,2016,MSFO,12.41,1
Hawaii,2017,MSFO,11.83,1
Hawaii,2018,MSFO,12.01,1
Hawaii,2019,MSFO,12.22,1
Hawaii,2020,MSFO,12.49,1
Hawaii,2021,MSFO,12.78,1
Hawaii,2022,MSFO,13.09,1
Hawaii,2023,MSFO,13.39,1
Hawaii,2024,MSFO,13.68,1
Hawaii,2025,MSFO,13.99,1
Hawaii,2026,MSFO,14.28,1
Hawaii,2027,MSFO,14.58,1
Hawaii,2028,MSFO,14.88,1
Hawaii,2029,MSFO,15.19,1
Hawaii,2030,MSFO,15.5,1
Hawaii,2031,MSFO,15.82,1
Hawaii,2032,MSFO,16.14,1
Hawaii,2033,MSFO,16.52,1
Hawaii,2013,MSFO,15.52,2
Hawaii,2014,MSFO,19.95,2
Hawaii,2015,MSFO,22.05,2
Hawaii,2016,MSFO,23.82,2
Hawaii,2017,MSFO,24.62,2
Hawaii,2018,MSFO,25.48,2
Hawaii,2019,MSFO,26.37,2
Hawaii,2020,MSFO,27.35,2
Hawaii,2021,MSFO,28.38,2
Hawaii,2022,MSFO,29.55,2
Hawaii,2023,MSFO,30.73,2
Hawaii,2024,MSFO,32.01,2
Hawaii,2025,MSFO,33.36,2
Hawaii,2026,MSFO,34.78,2
Hawaii,2027,MSFO,36.24,2
Hawaii,2028,MSFO,37.78,2
Hawaii,2029,MSFO,39.35,2
Hawaii,2030,MSFO,40.89,2
Hawaii,2031,MSFO,42.47,2
Hawaii,2032,MSFO,44.1,2
Hawaii,2033,MSFO,45.96,2
Hawaii,2013,MSFO,15.56,3
Hawaii,2014,MSFO,15.81,3
Hawaii,2015,MSFO,15.87,3
Hawaii,2016,MSFO,16.3,3
Hawaii,2017,MSFO,16.9,3
Hawaii,2018,MSFO,17.54,3
Hawaii,2019,MSFO,18.2,3
Hawaii,2020,MSFO,18.9,3
Hawaii,2021,MSFO,19.64,3
Hawaii,2022,MSFO,20.42,3
Hawaii,2023,MSFO,21.23,3
Hawaii,2024,MSFO,22.08,3
Hawaii,2025,MSFO,22.95,3
Hawaii,2026,MSFO,23.87,3
Hawaii,2027,MSFO,24.82,3
Hawaii,2028,MSFO,25.82,3
Hawaii,2029,MSFO,26.86,3
Hawaii,2030,MSFO,27.94,3
Hawaii,2031,MSFO,29.07,3
Hawaii,2032,MSFO,30.24,3
Hawaii,2033,MSFO,31.45,3
Maui,2013,MSFO,15.2,1
Maui,2014,MSFO,13.46,1
Maui,2015,MSFO,12.69,1
Maui,2016,MSFO,12.08,1
Maui,2017,MSFO,11.5,1
Maui,2018,MSFO,11.68,1
Maui,2019,MSFO,11.88,1
Maui,2020,MSFO,12.14,1
Maui,2021,MSFO,12.42,1
Maui,2022,MSFO,12.73,1
Maui,2023,MSFO,13.02,1
Maui,2024,MSFO,13.3,1
Maui,2025,MSFO,13.6,1
Maui,2026,MSFO,13.89,1
Maui,2027,MSFO,14.18,1
Maui,2028,MSFO,14.48,1
Maui,2029,MSFO,14.78,1
Maui,2030,MSFO,15.08,1
Maui,2031,MSFO,15.39,1
Maui,2032,MSFO,15.7,1
Maui,2033,MSFO,16.08,1
Maui,2013,MSFO,15.19,2
Maui,2014,MSFO,19.6,2
Maui,2015,MSFO,21.69,2
Maui,2016,MSFO,23.45,2
Maui,2017,MSFO,24.24,2
Maui,2018,MSFO,25.09,2
Maui,2019,MSFO,25.98,2
Maui,2020,MSFO,26.95,2
Maui,2021,MSFO,27.97,2
Maui,2022,MSFO,29.12,2
Maui,2023,MSFO,30.3,2
Maui,2024,MSFO,31.56,2
Maui,2025,MSFO,32.9,2
Maui,2026,MSFO,34.31,2
Maui,2027,MSFO,35.76,2
Maui,2028,MSFO,37.28,2
Maui,2029,MSFO,38.84,2
Maui,2030,MSFO,40.37,2
Maui,2031,MSFO,41.93,2
Maui,2032,MSFO,43.55,2
Maui,2033,MSFO,45.39,2
Maui,2013,MSFO,15.23,3
Maui,2014,MSFO,15.47,3
Maui,2015,MSFO,15.53,3
Maui,2016,MSFO,15.96,3
Maui,2017,MSFO,16.55,3
Maui,2018,MSFO,17.18,3
Maui,2019,MSFO,17.83,3
Maui,2020,MSFO,18.52,3
Maui,2021,MSFO,19.25,3
Maui,2022,MSFO,20.03,3
Maui,2023,MSFO,20.83,3
Maui,2024,MSFO,21.67,3
Maui,2025,MSFO,22.54,3
Maui,2026,MSFO,23.44,3
Maui,2027,MSFO,24.39,3
Maui,2028,MSFO,25.37,3
Maui,2029,MSFO,26.4,3
Maui,2030,MSFO,27.47,3
Maui,2031,MSFO,28.59,3
Maui,2032,MSFO,29.74,3
Maui,2033,MSFO,30.94,3
Hawaii,2013,ULSD,22.85,1
Hawaii,2014,ULSD,20.59,1
Hawaii,2015,ULSD,19.63,1
Hawaii,2016,ULSD,18.87,1
Hawaii,2017,ULSD,18.16,1
Hawaii,2018,ULSD,18.45,1
Hawaii,2019,ULSD,18.77,1
Hawaii,2020,ULSD,19.17,1
Hawaii,2021,ULSD,19.6,1
Hawaii,2022,ULSD,20.07,1
Hawaii,2023,ULSD,20.52,1
Hawaii,2024,ULSD,20.95,1
Hawaii,2025,ULSD,21.41,1
Hawaii,2026,ULSD,21.84,1
Hawaii,2027,ULSD,22.29,1
Hawaii,2028,ULSD,22.74,1
Hawaii,2029,ULSD,23.19,1
Hawaii,2030,ULSD,23.66,1
Hawaii,2031,ULSD,24.13,1
Hawaii,2032,ULSD,24.6,1
Hawaii,2033,ULSD,25.16,1
Hawaii,2013,ULSD,22.83,2
Hawaii,2014,ULSD,28.69,2
Hawaii,2015,ULSD,31.49,2
Hawaii,2016,ULSD,33.84,2
Hawaii,2017,ULSD,34.92,2
Hawaii,2018,ULSD,36.08,2
Hawaii,2019,ULSD,37.29,2
Hawaii,2020,ULSD,38.61,2
Hawaii,2021,ULSD,40.01,2
Hawaii,2022,ULSD,41.59,2
Hawaii,2023,ULSD,43.2,2
Hawaii,2024,ULSD,44.94,2
Hawaii,2025,ULSD,46.77,2
Hawaii,2026,ULSD,48.69,2
Hawaii,2027,ULSD,50.68,2
Hawaii,2028,ULSD,52.75,2
Hawaii,2029,ULSD,54.89,2
Hawaii,2030,ULSD,56.96,2
Hawaii,2031,ULSD,59.09,2
Hawaii,2032,ULSD,61.29,2
Hawaii,2033,ULSD,63.79,2
Hawaii,2013,ULSD,22.89,3
Hawaii,2014,ULSD,23.25,3
Hawaii,2015,ULSD,23.37,3
Hawaii,2016,ULSD,23.98,3
Hawaii,2017,ULSD,24.81,3
Hawaii,2018,ULSD,25.69,3
Hawaii,2019,ULSD,26.59,3
Hawaii,2020,ULSD,27.56,3
Hawaii,2021,ULSD,28.57,3
Hawaii,2022,ULSD,29.65,3
Hawaii,2023,ULSD,30.77,3
Hawaii,2024,ULSD,31.93,3
Hawaii,2025,ULSD,33.14,3
Hawaii,2026,ULSD,34.4,3
Hawaii,2027,ULSD,35.7,3
Hawaii,2028,ULSD,37.06,3
Hawaii,2029,ULSD,38.49,3
Hawaii,2030,ULSD,39.97,3
Hawaii,2031,ULSD,41.51,3
Hawaii,2032,ULSD,43.11,3
Hawaii,2033,ULSD,44.76,3
Lanai,2013,ULSD,26.9,1
Lanai,2014,ULSD,24.65,1
Lanai,2015,ULSD,23.72,1
Lanai,2016,ULSD,23.02,1
Lanai,2017,ULSD,22.35,1
Lanai,2018,ULSD,22.72,1
Lanai,2019,ULSD,23.13,1
Lanai,2020,ULSD,23.61,1
Lanai,2021,ULSD,24.12,1
Lanai,2022,ULSD,24.69,1
Lanai,2023,ULSD,25.22,1
Lanai,2024,ULSD,25.73,1
Lanai,2025,ULSD,26.28,1
Lanai,2026,ULSD,26.8,1
Lanai,2027,ULSD,27.32,1
Lanai,2028,ULSD,27.86,1
Lanai,2029,ULSD,28.4,1
Lanai,2030,ULSD,28.96,1
Lanai,2031,ULSD,29.51,1
Lanai,2032,ULSD,30.07,1
Lanai,2033,ULSD,30.74,1
Lanai,2013,ULSD,26.88,2
Lanai,2014,ULSD,32.91,2
Lanai,2015,ULSD,35.81,2
Lanai,2016,ULSD,38.26,2
Lanai,2017,ULSD,39.41,2
Lanai,2018,ULSD,40.63,2
Lanai,2019,ULSD,41.93,2
Lanai,2020,ULSD,43.33,2
Lanai,2021,ULSD,44.82,2
Lanai,2022,ULSD,46.51,2
Lanai,2023,ULSD,48.23,2
Lanai,2024,ULSD,50.08,2
Lanai,2025,ULSD,52.04,2
Lanai,2026,ULSD,54.08,2
Lanai,2027,ULSD,56.2,2
Lanai,2028,ULSD,58.41,2
Lanai,2029,ULSD,60.68,2
Lanai,2030,ULSD,62.87,2
Lanai,2031,ULSD,65.13,2
Lanai,2032,ULSD,67.45,2
Lanai,2033,ULSD,70.11,2
Lanai,2013,ULSD,26.95,3
Lanai,2014,ULSD,27.37,3
Lanai,2015,ULSD,27.54,3
Lanai,2016,ULSD,28.22,3
Lanai,2017,ULSD,29.12,3
Lanai,2018,ULSD,30.08,3
Lanai,2019,ULSD,31.07,3
Lanai,2020,ULSD,32.12,3
Lanai,2021,ULSD,33.22,3
Lanai,2022,ULSD,34.4,3
Lanai,2023,ULSD,35.62,3
Lanai,2024,ULSD,36.87,3
Lanai,2025,ULSD,38.18,3
Lanai,2026,ULSD,39.55,3
Lanai,2027,ULSD,40.96,3
Lanai,2028,ULSD,42.43,3
Lanai,2029,ULSD,43.97,3
Lanai,2030,ULSD,45.56,3
Lanai,2031,ULSD,47.23,3
Lanai,2032,ULSD,48.95,3
Lanai,2033,ULSD,50.72,3
Maui,2013,ULSD,23.26,1
Maui,2014,ULSD,20.89,1
Maui,2015,ULSD,19.87,1
Maui,2016,ULSD,19.08,1
Maui,2017,ULSD,18.32,1
Maui,2018,ULSD,18.61,1
Maui,2019,ULSD,18.93,1
Maui,2020,ULSD,19.34,1
Maui,2021,ULSD,19.77,1
Maui,2022,ULSD,20.25,1
Maui,2023,ULSD,20.71,1
Maui,2024,ULSD,21.14,1
Maui,2025,ULSD,21.61,1
Maui,2026,ULSD,22.05,1
Maui,2027,ULSD,22.5,1
Maui,2028,ULSD,22.96,1
Maui,2029,ULSD,23.42,1
Maui,2030,ULSD,23.9,1
Maui,2031,ULSD,24.37,1
Maui,2032,ULSD,24.85,1
Maui,2033,ULSD,25.42,1
Maui,2013,ULSD,23.24,2
Maui,2014,ULSD,29.36,2
Maui,2015,ULSD,32.27,2
Maui,2016,ULSD,34.72,2
Maui,2017,ULSD,35.85,2
Maui,2018,ULSD,37.04,2
Maui,2019,ULSD,38.31,2
Maui,2020,ULSD,39.68,2
Maui,2021,ULSD,41.13,2
Maui,2022,ULSD,42.77,2
Maui,2023,ULSD,44.44,2
Maui,2024,ULSD,46.23,2
Maui,2025,ULSD,48.14,2
Maui,2026,ULSD,50.13,2
Maui,2027,ULSD,52.19,2
Maui,2028,ULSD,54.34,2
Maui,2029,ULSD,56.56,2
Maui,2030,ULSD,58.71,2
Maui,2031,ULSD,60.92,2
Maui,2032,ULSD,63.2,2
Maui,2033,ULSD,65.8,2
Maui,2013,ULSD,23.3,3
Maui,2014,ULSD,23.67,3
Maui,2015,ULSD,23.79,3
Maui,2016,ULSD,24.41,3
Maui,2017,ULSD,25.27,3
Maui,2018,ULSD,26.18,3
Maui,2019,ULSD,27.12,3
Maui,2020,ULSD,28.11,3
Maui,2021,ULSD,29.16,3
Maui,2022,ULSD,30.28,3
Maui,2023,ULSD,31.43,3
Maui,2024,ULSD,32.63,3
Maui,2025,ULSD,33.88,3
Maui,2026,ULSD,35.18,3
Maui,2027,ULSD,36.53,3
Maui,2028,ULSD,37.94,3
Maui,2029,ULSD,39.41,3
Maui,2030,ULSD,40.95,3
Maui,2031,ULSD,42.54,3
Maui,2032,ULSD,44.2,3
Maui,2033,ULSD,45.91,3
Molokai,2013,ULSD,24.02,1
Molokai,2014,ULSD,21.69,1
Molokai,2015,ULSD,20.7,1
Molokai,2016,ULSD,19.93,1
Molokai,2017,ULSD,19.2,1
Molokai,2018,ULSD,19.51,1
Molokai,2019,ULSD,19.85,1
Molokai,2020,ULSD,20.28,1
Molokai,2021,ULSD,20.73,1
Molokai,2022,ULSD,21.22,1
Molokai,2023,ULSD,21.7,1
Molokai,2024,ULSD,22.14,1
Molokai,2025,ULSD,22.63,1
Molokai,2026,ULSD,23.09,1
Molokai,2027,ULSD,23.55,1
Molokai,2028,ULSD,24.03,1
Molokai,2029,ULSD,24.51,1
Molokai,2030,ULSD,25,1
Molokai,2031,ULSD,25.49,1
Molokai,2032,ULSD,25.99,1
Molokai,2033,ULSD,26.58,1
Molokai,2013,ULSD,24,2
Molokai,2014,ULSD,30.05,2
Molokai,2015,ULSD,32.95,2
Molokai,2016,ULSD,35.38,2
Molokai,2017,ULSD,36.5,2
Molokai,2018,ULSD,37.7,2
Molokai,2019,ULSD,38.96,2
Molokai,2020,ULSD,40.33,2
Molokai,2021,ULSD,41.79,2
Molokai,2022,ULSD,43.43,2
Molokai,2023,ULSD,45.1,2
Molokai,2024,ULSD,46.9,2
Molokai,2025,ULSD,48.8,2
Molokai,2026,ULSD,50.79,2
Molokai,2027,ULSD,52.86,2
Molokai,2028,ULSD,55.01,2
Molokai,2029,ULSD,57.22,2
Molokai,2030,ULSD,59.37,2
Molokai,2031,ULSD,61.58,2
Molokai,2032,ULSD,63.86,2
Molokai,2033,ULSD,66.46,2
Molokai,2013,ULSD,24.06,3
Molokai,2014,ULSD,24.44,3
Molokai,2015,ULSD,24.57,3
Molokai,2016,ULSD,25.2,3
Molokai,2017,ULSD,26.07,3
Molokai,2018,ULSD,26.98,3
Molokai,2019,ULSD,27.93,3
Molokai,2020,ULSD,28.93,3
Molokai,2021,ULSD,29.98,3
Molokai,2022,ULSD,31.11,3
Molokai,2023,ULSD,32.27,3
Molokai,2024,ULSD,33.48,3
Molokai,2025,ULSD,34.73,3
Molokai,2026,ULSD,36.04,3
Molokai,2027,ULSD,37.4,3
Molokai,2028,ULSD,38.81,3
Molokai,2029,ULSD,40.29,3
Molokai,2030,ULSD,41.83,3
Molokai,2031,ULSD,43.44,3
Molokai,2032,ULSD,45.1,3
Molokai,2033,ULSD,46.81,3
Oahu,2013,ULSD,21.66,1
Oahu,2014,ULSD,19.61,1
Oahu,2015,ULSD,18.75,1
Oahu,2016,ULSD,18.08,1
Oahu,2017,ULSD,17.45,1
Oahu,2018,ULSD,17.73,1
Oahu,2019,ULSD,18.04,1
Oahu,2020,ULSD,18.42,1
Oahu,2021,ULSD,18.83,1
Oahu,2022,ULSD,19.28,1
Oahu,2023,ULSD,19.71,1
Oahu,2024,ULSD,20.11,1
Oahu,2025,ULSD,20.55,1
Oahu,2026,ULSD,20.97,1
Oahu,2027,ULSD,21.38,1
Oahu,2028,ULSD,21.82,1
Oahu,2029,ULSD,22.25,1
Oahu,2030,ULSD,22.69,1
Oahu,2031,ULSD,23.13,1
Oahu,2032,ULSD,23.58,1
Oahu,2033,ULSD,24.12,1
Oahu,2013,ULSD,21.64,2
Oahu,2014,ULSD,26.98,2
Oahu,2015,ULSD,29.54,2
Oahu,2016,ULSD,31.69,2
Oahu,2017,ULSD,32.68,2
Oahu,2018,ULSD,33.75,2
Oahu,2019,ULSD,34.86,2
Oahu,2020,ULSD,36.08,2
Oahu,2021,ULSD,37.37,2
Oahu,2022,ULSD,38.83,2
Oahu,2023,ULSD,40.31,2
Oahu,2024,ULSD,41.9,2
Oahu,2025,ULSD,43.59,2
Oahu,2026,ULSD,45.36,2
Oahu,2027,ULSD,47.19,2
Oahu,2028,ULSD,49.1,2
Oahu,2029,ULSD,51.06,2
Oahu,2030,ULSD,52.97,2
Oahu,2031,ULSD,54.92,2
Oahu,2032,ULSD,56.94,2
Oahu,2033,ULSD,59.25,2
Oahu,2013,ULSD,21.69,3
Oahu,2014,ULSD,22.04,3
Oahu,2015,ULSD,22.16,3
Oahu,2016,ULSD,22.72,3
Oahu,2017,ULSD,23.49,3
Oahu,2018,ULSD,24.31,3
Oahu,2019,ULSD,25.15,3
Oahu,2020,ULSD,26.04,3
Oahu,2021,ULSD,26.98,3
Oahu,2022,ULSD,27.98,3
Oahu,2023,ULSD,29.01,3
Oahu,2024,ULSD,30.09,3
Oahu,2025,ULSD,31.2,3
Oahu,2026,ULSD,32.37,3
Oahu,2027,ULSD,33.58,3
Oahu,2028,ULSD,34.83,3
Oahu,2029,ULSD,36.15,3
Oahu,2030,ULSD,37.52,3
Oahu,2031,ULSD,38.94,3
Oahu,2032,ULSD,40.42,3
Oahu,2033,ULSD,41.94,3
Oahu,2013,Coal,2.631,3
Oahu,2014,Coal,2.665,3
Oahu,2015,Coal,2.698,3
Oahu,2016,Coal,2.731,3
Oahu,2017,Coal,2.764,3
Oahu,2018,Coal,2.797,3
Oahu,2019,Coal,2.829,3
Oahu,2020,Coal,2.861,3
Oahu,2021,Coal,2.892,3
Oahu,2022,Coal,2.923,3
Oahu,2023,Coal,2.954,3
Oahu,2024,Coal,2.985,3
Oahu,2025,Coal,3.015,3
Oahu,2026,Coal,3.045,3
Oahu,2027,Coal,3.074,3
Oahu,2028,Coal,3.103,3
Oahu,2029,Coal,3.132,3
Oahu,2030,Coal,3.161,3
Oahu,2031,Coal,3.189,3
Oahu,2032,Coal,3.217,3
Oahu,2033,Coal,3.244,3
Oahu,2034,Coal,3.272,3
Oahu,2035,Coal,3.299,3
Oahu,2036,Coal,3.325,3
Oahu,2037,Coal,3.351,3
Oahu,2038,Coal,3.377,3
Oahu,2039,Coal,3.403,3
Oahu,2040,Coal,3.428,3
