E,86,50,215523.7777,10.34514133
E,59,60,55107.19302,2.645145265
E,73,59,127672.2091,6.128266038
E,82,73,3578.587988,0.171772223
E,68,73,126756.7339,6.084323228
E,60,91,10025.40597,0.481219487
E,55,84,12539.76448,0.601908695
E,66,77,14522.62544,0.697086021
E,82,71,15634.26166,0.75044456
E,68,71,92813.89284,4.455066857
E,66,64,159718.2499,7.666475993
E,73,64,337220.5788,16.18658778
E,86,64,116773.1998,5.60511359
E,93,64,440580.4814,21.14786311
E,95,57,46113.51411,2.213448677
E,82,57,105352.1808,5.056904681
E,75,57,107990.1438,5.183526903
E,62,57,67726.20777,3.250857973
E,55,57,101151.7082,4.855281992
E,93,50,167296.9444,8.030253331
E,99,50,34708.40413,1.666003398
E,86,48,112551.1666,5.402455996
E,88,48,217043.4304,10.41808466
E,90,48,8122.767957,0.389892862
E,97,48,63609.03767,3.053233808
E,97,50,106234.3207,5.099247395
E,95,50,59159.91049,2.839675703
E,90,50,208253.0526,9.996146527
E,88,50,389424.9606,18.69239811
E,84,50,121614.4477,5.837493492
E,55,53,2524.106929,0.121157133
E,57,53,70775.38775,3.397218612
E,64,53,6976.294906,0.334862156
E,66,53,20279.72382,0.973426743
E,79,53,58876.57834,2.82607576
E,82,53,297140.8857,14.26276251
E,84,53,347591.8778,16.68441013
E,86,53,305898.321,14.68311941
E,88,53,98531.60568,4.729517073
E,90,53,28977.82376,1.39093554
E,95,53,1129.513293,0.054216638
E,97,53,148838.6638,7.144255863
E,99,53,22031.32118,1.057503417
E,99,55,81667.4794,3.920039011
E,90,55,372.4902354,0.017879531
E,88,55,108985.8965,5.231323031
E,86,55,31562.58979,1.51500431
E,84,55,149936.2667,7.1969408
E,82,55,355821.3429,17.07942446
E,79,55,414442.3163,19.89323118
E,77,55,6594.265276,0.316524733
E,75,55,5452.55323,0.261722555
E,70,55,45323.24287,2.175515658
E,68,55,39404.04774,1.891394291
E,66,55,130796.2248,6.278218788
E,64,55,36040.63851,1.729950649
E,59,55,46091.77717,2.212405304
E,57,55,104545.1873,5.018168989
E,55,55,9966.268336,0.47838088
E,57,57,17027.62412,0.817325958
E,59,57,146753.1395,7.044150697
E,64,57,346657.8024,16.63957452
