Wind,2014,9846,953,223.07,0.002,NIL,0,20,0.05,0.0096,1,1
DistPV_peak,2014,6865,0,0,0.088,NIL,0,25,0.01,0.0046,1,1
DistPV_flat,2014,4257,105,39.69,0.009,NIL,0,25,0.01,0.0046,1,1
CentralPV,2014,4162,63,41.281,0.003,NIL,0,25,0.01,0.0046,1,1
CCCT_Biodiesel,2014,3627,136,63.51,0.0126,Biodiesel,7630,30,0.04,0.03846,0,0
CCCT_LNG,2014,3393,139,64.04,0.00819,LNG,7657,30,0.04,0.03846,0,0
SCCT_Biodiesel,2014,3627,136,22.02,0.01438,Biodiesel,7630,30,0.04,0.03846,0,0
SCCT_LNG,2014,3393,139,22.01,0.01006,LNG,7657,30,0.04,0.03846,0,0
Reciprocating,2014,2702,108,10.14,0.01174,Biodiesel,8443,30,0.04,0.03846,0,0
