LOAD_ZONE	TIMEPOINT	demand_mw
Oahu	1512197140.0	1060.7800293
Oahu	1512187140.0	1112.9699707
Oahu	1512177140.0	1093.79003906
Oahu	1512167140.0	1062.18994141
Oahu	1512157140.0	1063.30004883
Oahu	1512147140.0	1078.20996094
Oahu	1512137140.0	1080.72998047
Oahu	1512127140.0	1088.98999023
Oahu	1512117140.0	1087.64001465
Oahu	1512107140.0	1083.56994629
Oahu	1512097140.0	1071.2199707
Oahu	1512087140.0	1047.19995117
Oahu	1512077140.0	998.5
Oahu	1512067140.0	665.760009766
Oahu	1512057140.0	665.760009766
Oahu	1512047140.0	665.760009766
Oahu	1512037140.0	665.760009766
Oahu	1512027140.0	665.760009766
Oahu	1512017140.0	666.809997559
Oahu	1512007140.0	1095.65002441
Oahu	1801237280.0	689.222569366
Oahu	1801227280.0	779.004842565
Oahu	1801217280.0	884.181977022
Oahu	1801207280.0	961.343368738
Oahu	1801197280.0	1024.8608531
Oahu	1801187280.0	1074.35071284
Oahu	1801177280.0	1028.00864349
Oahu	1801167280.0	984.165209304
Oahu	1801157280.0	969.370330296
Oahu	1801147280.0	959.169371214
Oahu	1801137280.0	964.30431386
Oahu	1801127280.0	964.442046201
Oahu	1801117280.0	967.058660471
Oahu	1801107280.0	956.877394592
Oahu	1801097280.0	931.458572918
Oahu	1801087280.0	873.872825404
Oahu	1801077280.0	783.736434791
Oahu	1801067280.0	717.317024879
Oahu	1801057280.0	668.486166951
Oahu	1801047280.0	631.390896975
Oahu	1801037280.0	616.930502216
Oahu	1801027280.0	624.239382347
Oahu	1801017280.0	644.808512617
Oahu	1801007280.0	684.520516944
Oahu	1803238270.0	731.789978027
Oahu	1803228270.0	817.219970703
Oahu	1803218270.0	924.820007324
Oahu	1803208270.0	1005.41998291
Oahu	1803198270.0	1069.68994141
Oahu	1803188270.0	1084.52001953
Oahu	1803178270.0	1058.48999023
Oahu	1803168270.0	1069.34997559
Oahu	1803158270.0	1078.30004883
Oahu	1803148270.0	1081.07995605
Oahu	1803138270.0	1085.60998535
Oahu	1803128270.0	1078.7199707
Oahu	1803118270.0	1069.92004395
Oahu	1803108270.0	1061.39001465
Oahu	1803098270.0	1052.01000977
Oahu	1803088270.0	1015.35998535
Oahu	1803078270.0	951.900024414
Oahu	1803068270.0	873.08001709
Oahu	1803058270.0	783.16998291
Oahu	1803048270.0	682.479980469
Oahu	1803038270.0	630.950012207
Oahu	1803028270.0	622.270019531
Oahu	1803018270.0	636.140014648
Oahu	1803008270.0	670.390014648
Oahu	1804237220.0	696.875780348
Oahu	1804227220.0	794.566975968
Oahu	1804217220.0	897.816037777
Oahu	1804207220.0	977.210446586
Oahu	1804197220.0	1034.09780588
Oahu	1804187220.0	1028.55957285
Oahu	1804177220.0	991.316663891
Oahu	1804167220.0	984.440613945
Oahu	1804157220.0	977.180906782
Oahu	1804147220.0	966.71438966
Oahu	1804137220.0	959.34642992
Oahu	1804127220.0	958.972679344
Oahu	1804117220.0	958.687368062
Oahu	1804107220.0	948.329043476
Oahu	1804097220.0	928.064797611
Oahu	1804087220.0	883.099931581
Oahu	1804077220.0	798.60011993
Oahu	1804067220.0	710.991844255
Oahu	1804057220.0	656.986717315
Oahu	1804047220.0	625.095196115
Oahu	1804037220.0	610.752840494
Oahu	1804027220.0	618.612649988
Oahu	1804017220.0	641.385257546
Oahu	1804007220.0	680.880816761
Oahu	1805237230.0	758.475038661
Oahu	1805227230.0	860.120665471
Oahu	1805217230.0	971.987004607
Oahu	1805207230.0	1049.58122651
Oahu	1805197230.0	1111.59368184
Oahu	1805187230.0	1089.48986266
Oahu	1805177230.0	1095.29371377
Oahu	1805167230.0	1117.26952713
Oahu	1805157230.0	1129.71334991
Oahu	1805147230.0	1128.89692254
Oahu	1805137230.0	1122.90622617
Oahu	1805127230.0	1115.34151452
Oahu	1805117230.0	1110.27543805
Oahu	1805107230.0	1104.41262741
Oahu	1805097230.0	1086.47980461
Oahu	1805087230.0	1051.1551217
Oahu	1805077230.0	995.025230245
Oahu	1805067230.0	941.639838797
Oahu	1805057230.0	830.944164517
Oahu	1805047230.0	712.349354377
Oahu	1805037230.0	659.278753977
Oahu	1805027230.0	651.99935361
Oahu	1805017230.0	665.830226315
Oahu	1805007230.0	699.63997356
Oahu	1806238170.0	775.679992676
Oahu	1806228170.0	869.5
Oahu	1806218170.0	977.260009766
Oahu	1806208170.0	1067.01000977
Oahu	1806198170.0	1120.40002441
Oahu	1806188170.0	1097.02001953
Oahu	1806178170.0	1096.61999512
Oahu	1806168170.0	1110.29003906
Oahu	1806158170.0	1125.47998047
Oahu	1806148170.0	1132.13000488
Oahu	1806138170.0	1142.40002441
Oahu	1806128170.0	1137.63000488
Oahu	1806118170.0	1130.63000488
Oahu	1806108170.0	1120.73999023
Oahu	1806098170.0	1100.92004395
Oahu	1806088170.0	1063.10998535
Oahu	1806078170.0	1015.26000977
Oahu	1806068170.0	930.309997559
Oahu	1806058170.0	828.460021973
Oahu	1806048170.0	729.890014648
Oahu	1806038170.0	677.590026855
Oahu	1806028170.0	671.400024414
Oahu	1806018170.0	689.91998291
Oahu	1806008170.0	722.739990234
Oahu	1807238070.0	812.950012207
Oahu	1807228070.0	915.700012207
Oahu	1807218070.0	1027.09997559
Oahu	1807208070.0	1116.0300293
Oahu	1807198070.0	1169.31994629
Oahu	1807188070.0	1141.81005859
Oahu	1807178070.0	1162.42004395
Oahu	1807168070.0	1178.48999023
Oahu	1807158070.0	1198.44995117
Oahu	1807148070.0	1210.47998047
Oahu	1807138070.0	1220.65002441
Oahu	1807128070.0	1213.55004883
Oahu	1807118070.0	1204.08996582
Oahu	1807108070.0	1193.77001953
Oahu	1807098070.0	1167.36999512
Oahu	1807088070.0	1122.27001953
Oahu	1807078070.0	1052.95996094
Oahu	1807068070.0	958.91998291
Oahu	1807058070.0	843.0
Oahu	1807048070.0	750.609985352
Oahu	1807038070.0	703.789978027
Oahu	1807028070.0	696.630004883
Oahu	1807018070.0	715.549987793
Oahu	1807008070.0	756.929992676
Oahu	1808238240.0	792.349975586
Oahu	1808228240.0	885.25
Oahu	1808218240.0	990.729980469
Oahu	1808208240.0	1064.05004883
Oahu	1808198240.0	1117.59997559
Oahu	1808188240.0	1099.7199707
Oahu	1808178240.0	1088.47998047
Oahu	1808168240.0	1087.29003906
Oahu	1808158240.0	1079.91003418
Oahu	1808148240.0	1069.51000977
Oahu	1808138240.0	1063.93994141
Oahu	1808128240.0	1062.0300293
Oahu	1808118240.0	1048.5
Oahu	1808108240.0	1035.42004395
Oahu	1808098240.0	1003.60998535
Oahu	1808088240.0	949.349975586
Oahu	1808078240.0	856.359985352
Oahu	1808068240.0	758.929992676
Oahu	1808058240.0	711.299987793
Oahu	1808048240.0	686.359985352
Oahu	1808038240.0	679.33001709
Oahu	1808028240.0	685.239990234
Oahu	1808018240.0	712.270019531
Oahu	1808008240.0	747.020019531
Oahu	1809237120.0	776.348841889
Oahu	1809227120.0	876.214035033
Oahu	1809217120.0	991.838053449
Oahu	1809207120.0	1087.53231025
Oahu	1809197120.0	1155.63380789
Oahu	1809187120.0	1175.94722673
Oahu	1809177120.0	1134.55319471
Oahu	1809167120.0	1171.94362257
Oahu	1809157120.0	1189.52232795
Oahu	1809147120.0	1194.83432931
Oahu	1809137120.0	1190.69287273
Oahu	1809127120.0	1184.75140936
Oahu	1809117120.0	1170.67461178
Oahu	1809107120.0	1167.15301077
Oahu	1809097120.0	1146.51501433
Oahu	1809087120.0	1106.90141598
Oahu	1809077120.0	1040.28519412
Oahu	1809067120.0	981.066531842
Oahu	1809057120.0	879.853675176
Oahu	1809047120.0	763.363996391
Oahu	1809037120.0	708.926099306
Oahu	1809027120.0	701.558139567
Oahu	1809017120.0	717.494083585
Oahu	1809007120.0	738.014040887
Oahu	1810237180.0	782.555983375
Oahu	1810227180.0	880.739028748
Oahu	1810217180.0	992.398769373
Oahu	1810207180.0	1076.51492381
Oahu	1810197180.0	1143.32771746
Oahu	1810187180.0	1199.77239996
Oahu	1810177180.0	1157.11920376
Oahu	1810167180.0	1148.33483441
Oahu	1810157180.0	1170.76311111
Oahu	1810147180.0	1180.78707153
Oahu	1810137180.0	1176.52757581
Oahu	1810127180.0	1172.0222753
Oahu	1810117180.0	1162.76562932
Oahu	1810107180.0	1152.55482364
Oahu	1810097180.0	1131.40528424
Oahu	1810087180.0	1090.61129451
Oahu	1810077180.0	1029.57281216
Oahu	1810067180.0	966.576657319
Oahu	1810057180.0	859.796087863
Oahu	1810047180.0	735.466292787
Oahu	1810037180.0	677.073904473
Oahu	1810027180.0	673.001374105
Oahu	1810017180.0	689.822611655
Oahu	1810007180.0	720.287816602
Oahu	1811238060.0	745.770019531
Oahu	1811228060.0	832.849975586
Oahu	1811218060.0	936.840026855
Oahu	1811208060.0	1027.92004395
Oahu	1811198060.0	1096.0300293
Oahu	1811188060.0	1146.79003906
Oahu	1811178060.0	1124.29003906
Oahu	1811168060.0	1101.10998535
Oahu	1811158060.0	1117.55004883
Oahu	1811148060.0	1129.38000488
Oahu	1811138060.0	1128.67004395
Oahu	1811128060.0	1145.39001465
Oahu	1811118060.0	1137.93005371
Oahu	1811108060.0	1131.05004883
Oahu	1811098060.0	1109.43994141
Oahu	1811088060.0	1068.51000977
Oahu	1811078060.0	1003.29998779
Oahu	1811068060.0	948.119995117
Oahu	1811058060.0	846.659973145
Oahu	1811048060.0	724.429992676
Oahu	1811038060.0	672.25
Oahu	1811028060.0	660.859985352
Oahu	1811018060.0	676.299987793
Oahu	1811008060.0	708.66998291
Oahu	1812237310.0	732.623386803
Oahu	1812227310.0	797.882038502
Oahu	1812217310.0	839.226897553
Oahu	1812207310.0	883.56224153
Oahu	1812197310.0	940.990623541
Oahu	1812187310.0	1024.182038
Oahu	1812177310.0	1041.75101686
Oahu	1812167310.0	1000.72082877
Oahu	1812157310.0	988.670509816
Oahu	1812147310.0	979.482790045
Oahu	1812137310.0	992.762733387
Oahu	1812127310.0	1000.61263624
Oahu	1812117310.0	1011.42348421
Oahu	1812107310.0	1009.99716796
Oahu	1812097310.0	998.350139381
Oahu	1812087310.0	948.909392562
Oahu	1812077310.0	878.860189108
Oahu	1812067310.0	817.83143328
Oahu	1812057310.0	735.230214512
Oahu	1812047310.0	660.980534911
Oahu	1812037310.0	624.032783836
Oahu	1812027310.0	621.465342533
Oahu	1812017310.0	639.890015083
Oahu	1812007310.0	679.346247932
Oahu	1502237170.0	747.140014648
Oahu	1502227170.0	828.909973145
Oahu	1502217170.0	909.450012207
Oahu	1502207170.0	967.340026855
Oahu	1502197170.0	1013.21002197
Oahu	1502187170.0	1044.72998047
Oahu	1502177170.0	1004.57000732
Oahu	1502167170.0	994.520019531
Oahu	1502157170.0	985.869995117
Oahu	1502147170.0	985.390014648
Oahu	1502137170.0	992.25
Oahu	1502127170.0	1011.7800293
Oahu	1502117170.0	1031.02001953
Oahu	1502107170.0	1038.83996582
Oahu	1502097170.0	1023.96002197
Oahu	1502087170.0	978.489990234
Oahu	1502077170.0	895.909973145
Oahu	1502067170.0	798.780029297
Oahu	1502057170.0	723.869995117
Oahu	1502047170.0	668.530029297
Oahu	1502037170.0	655.849975586
Oahu	1502027170.0	657.390014648
Oahu	1502017170.0	676.679992676
Oahu	1502007170.0	715.020019531
Oahu	1802237200.0	694.888688131
Oahu	1802227200.0	794.242338319
Oahu	1802217200.0	906.452948266
Oahu	1802207200.0	984.686538822
Oahu	1802197200.0	1051.03708256
Oahu	1802187200.0	1096.67091709
Oahu	1802177200.0	1022.86391428
Oahu	1802167200.0	1016.70594576
Oahu	1802157200.0	1021.38836502
Oahu	1802147200.0	1026.4544415
Oahu	1802137200.0	1030.94989541
Oahu	1802127200.0	1032.33694533
Oahu	1802117200.0	1039.48845996
Oahu	1802107200.0	1031.42217204
Oahu	1802097200.0	1017.10929618
Oahu	1802087200.0	988.001601357
Oahu	1802077200.0	944.73851626
Oahu	1802067200.0	922.634817161
Oahu	1802057200.0	801.511892084
Oahu	1802047200.0	675.421296506
Oahu	1802037200.0	612.513701037
Oahu	1802027200.0	604.801470486
Oahu	1802017200.0	613.87121116
Oahu	1802007200.0	644.611820748
Oahu	1501237301.0	739.869995117
Oahu	1501227301.0	835.159973145
Oahu	1501217301.0	950.559997559
Oahu	1501207301.0	1044.93994141
Oahu	1501197301.0	1125.72998047
Oahu	1501187301.0	1188.41003418
Oahu	1501177301.0	1120.32995605
Oahu	1501167301.0	1092.34997559
Oahu	1501157301.0	1090.02001953
Oahu	1501147301.0	1096.16003418
Oahu	1501137301.0	1095.47998047
Oahu	1501127301.0	1107.25
Oahu	1501117301.0	1099.76000977
Oahu	1501107301.0	1085.02001953
Oahu	1501097301.0	1077.45996094
Oahu	1501087301.0	1051.32995605
Oahu	1501077301.0	1003.14001465
Oahu	1501067301.0	978.140014648
Oahu	1501057301.0	848.130004883
Oahu	1501047301.0	724.239990234
Oahu	1501037301.0	661.369995117
Oahu	1501027301.0	632.400024414
Oahu	1501017301.0	643.770019531
Oahu	1501007301.0	682.140014648
Oahu	1502238061.0	776.743682237
Oahu	1502228061.0	877.65866577
Oahu	1502218061.0	996.627891078
Oahu	1502208061.0	1085.00854171
Oahu	1502198061.0	1145.23017426
Oahu	1502188061.0	1179.52925645
Oahu	1502178061.0	1118.21994796
Oahu	1502168061.0	1106.37687563
Oahu	1502158061.0	1099.03726566
Oahu	1502148061.0	1111.4800799
Oahu	1502138061.0	1107.36291933
Oahu	1502128061.0	1102.35129575
Oahu	1502118061.0	1094.06622052
Oahu	1502108061.0	1096.78038461
Oahu	1502098061.0	1067.03564296
Oahu	1502088061.0	1038.4800854
Oahu	1502078061.0	991.016463546
Oahu	1502068061.0	979.864651776
Oahu	1502058061.0	855.731230435
Oahu	1502048061.0	727.084233139
Oahu	1502038061.0	659.411120707
Oahu	1502028061.0	647.537583519
Oahu	1502018061.0	658.882484139
Oahu	1502008061.0	688.251223727
Oahu	1503237121.0	767.440002441
Oahu	1503227121.0	867.08001709
Oahu	1503217121.0	990.450012207
Oahu	1503207121.0	1082.52001953
Oahu	1503197121.0	1149.5
Oahu	1503187121.0	1177.0300293
Oahu	1503177121.0	1139.19995117
Oahu	1503167121.0	1119.14001465
Oahu	1503157121.0	1129.88000488
Oahu	1503147121.0	1144.9699707
Oahu	1503137121.0	1148.9699707
Oahu	1503127121.0	1154.73999023
Oahu	1503117121.0	1143.31994629
Oahu	1503107121.0	1136.94995117
Oahu	1503097121.0	1119.39001465
Oahu	1503087121.0	1084.18005371
Oahu	1503077121.0	1028.08996582
Oahu	1503067121.0	985.599975586
Oahu	1503057121.0	858.590026855
Oahu	1503047121.0	732.510009766
Oahu	1503037121.0	669.010009766
Oahu	1503027121.0	658.059997559
Oahu	1503017121.0	671.799987793
Oahu	1503007121.0	703.289978027
Oahu	1504237091.0	748.799987793
Oahu	1504227091.0	845.479980469
Oahu	1504217091.0	973.16998291
Oahu	1504207091.0	1076.7199707
Oahu	1504197091.0	1142.05004883
Oahu	1504187091.0	1141.83996582
Oahu	1504177091.0	1099.33996582
Oahu	1504167091.0	1108.93994141
Oahu	1504157091.0	1123.79003906
Oahu	1504147091.0	1131.19995117
Oahu	1504137091.0	1133.9699707
Oahu	1504127091.0	1133.93005371
Oahu	1504117091.0	1122.59997559
Oahu	1504107091.0	1112.65002441
Oahu	1504097091.0	1084.13000488
Oahu	1504087091.0	1051.59997559
Oahu	1504077091.0	999.880004883
Oahu	1504067091.0	938.289978027
Oahu	1504057091.0	820.309997559
Oahu	1504047091.0	696.780029297
Oahu	1504037091.0	637.849975586
Oahu	1504027091.0	627.66998291
Oahu	1504017091.0	638.849975586
Oahu	1504007091.0	668.599975586
Oahu	1505237301.0	793.41998291
Oahu	1505227301.0	896.75
Oahu	1505217301.0	1016.33001709
Oahu	1505207301.0	1108.73999023
Oahu	1505197301.0	1160.38000488
Oahu	1505187301.0	1131.7199707
Oahu	1505177301.0	1149.43005371
Oahu	1505167301.0	1169.91003418
Oahu	1505157301.0	1185.82995605
Oahu	1505147301.0	1187.91003418
Oahu	1505137301.0	1176.73999023
Oahu	1505127301.0	1168.4699707
Oahu	1505117301.0	1170.70996094
Oahu	1505107301.0	1159.68005371
Oahu	1505097301.0	1133.5
Oahu	1505087301.0	1097.43005371
Oahu	1505077301.0	1035.94995117
Oahu	1505067301.0	959.5
Oahu	1505057301.0	840.010009766
Oahu	1505047301.0	728.380004883
Oahu	1505037301.0	673.369995117
Oahu	1505027301.0	666.450012207
Oahu	1505017301.0	682.460021973
Oahu	1505007301.0	716.440002441
Oahu	1506237051.0	812.16998291
Oahu	1506227051.0	918.599975586
Oahu	1506217051.0	1033.73999023
Oahu	1506207051.0	1128.64001465
Oahu	1506197051.0	1182.05004883
Oahu	1506187051.0	1160.08996582
Oahu	1506177051.0	1191.81005859
Oahu	1506167051.0	1205.94995117
Oahu	1506157051.0	1221.40002441
Oahu	1506147051.0	1230.11999512
Oahu	1506137051.0	1223.79003906
Oahu	1506127051.0	1222.57995605
Oahu	1506117051.0	1211.11999512
Oahu	1506107051.0	1200.89001465
Oahu	1506097051.0	1180.18994141
Oahu	1506087051.0	1143.73999023
Oahu	1506077051.0	1077.31994629
Oahu	1506067051.0	1000.59997559
Oahu	1506057051.0	875.849975586
Oahu	1506047051.0	764.479980469
Oahu	1506037051.0	708.429992676
Oahu	1506027051.0	697.320007324
Oahu	1506017051.0	692.280029297
Oahu	1506007051.0	727.590026855
Oahu	1507237191.0	831.770019531
Oahu	1507227191.0	932.070007324
Oahu	1507217191.0	1041.48999023
Oahu	1507207191.0	1126.73999023
Oahu	1507197191.0	1174.34997559
Oahu	1507187191.0	1150.43994141
Oahu	1507177191.0	1182.2199707
Oahu	1507167191.0	1203.4699707
Oahu	1507157191.0	1224.58996582
Oahu	1507147191.0	1225.7199707
Oahu	1507137191.0	1222.29003906
Oahu	1507127191.0	1221.81005859
Oahu	1507117191.0	1208.77001953
Oahu	1507107191.0	1201.0
Oahu	1507097191.0	1175.09997559
Oahu	1507087191.0	1123.83996582
Oahu	1507077191.0	1050.33996582
Oahu	1507067191.0	969.760009766
Oahu	1507057191.0	868.58001709
Oahu	1507047191.0	768.789978027
Oahu	1507037191.0	722.219970703
Oahu	1507027191.0	715.739990234
Oahu	1507017191.0	735.299987793
Oahu	1507007191.0	773.739990234
Oahu	1508237301.0	828.16998291
Oahu	1508227301.0	927.150024414
Oahu	1508217301.0	1046.91003418
Oahu	1508207301.0	1148.73999023
Oahu	1508197301.0	1215.91003418
Oahu	1508187301.0	1208.65002441
Oahu	1508177301.0	1200.39001465
Oahu	1508167301.0	1214.70996094
Oahu	1508157301.0	1241.95996094
Oahu	1508147301.0	1248.90002441
Oahu	1508137301.0	1239.72998047
