LOAD_ZONE	TIMEPOINT	demand_mw
Oahu	1508127301.0	1241.45996094
Oahu	1508117301.0	1230.30004883
Oahu	1508107301.0	1219.42004395
Oahu	1508097301.0	1194.25
Oahu	1508087301.0	1148.06005859
Oahu	1508077301.0	1072.47998047
Oahu	1508067301.0	1010.57000732
Oahu	1508057301.0	907.309997559
Oahu	1508047301.0	779.280029297
Oahu	1508037301.0	725.679992676
Oahu	1508027301.0	721.289978027
Oahu	1508017301.0	737.869995117
Oahu	1508007301.0	775.469970703
Oahu	1509237071.0	853.489990234
Oahu	1509227071.0	946.909973145
Oahu	1509217071.0	1040.61999512
Oahu	1509207071.0	1115.44995117
Oahu	1509197071.0	1169.76000977
Oahu	1509187071.0	1201.5300293
Oahu	1509177071.0	1184.18994141
Oahu	1509167071.0	1214.90002441
Oahu	1509157071.0	1240.93994141
Oahu	1509147071.0	1246.47998047
Oahu	1509137071.0	1237.76000977
Oahu	1509127071.0	1233.56005859
Oahu	1509117071.0	1222.82995605
Oahu	1509107071.0	1207.14001465
Oahu	1509097071.0	1178.30004883
Oahu	1509087071.0	1130.35998535
Oahu	1509077071.0	1059.69995117
Oahu	1509067071.0	983.039978027
Oahu	1509057071.0	877.41998291
Oahu	1509047071.0	758.929992676
Oahu	1509037071.0	704.659973145
Oahu	1509027071.0	700.83001709
Oahu	1509017071.0	718.75
Oahu	1509007071.0	755.650024414
Oahu	1510237221.0	789.130004883
Oahu	1510227221.0	886.83001709
Oahu	1510217221.0	1001.54998779
Oahu	1510207221.0	1102.2199707
Oahu	1510197221.0	1174.18994141
Oahu	1510187221.0	1234.2199707
Oahu	1510177221.0	1192.22998047
Oahu	1510167221.0	1185.30004883
Oahu	1510157221.0	1202.15002441
Oahu	1510147221.0	1212.7800293
Oahu	1510137221.0	1209.61999512
Oahu	1510127221.0	1210.79003906
Oahu	1510117221.0	1204.47998047
Oahu	1510107221.0	1180.4699707
Oahu	1510097221.0	1152.82995605
Oahu	1510087221.0	1109.23999023
Oahu	1510077221.0	1029.7800293
Oahu	1510067221.0	959.33001709
Oahu	1510057221.0	857.25
Oahu	1510047221.0	739.780029297
Oahu	1510037221.0	680.549987793
Oahu	1510027221.0	673.16998291
Oahu	1510017221.0	691.049987793
Oahu	1510007221.0	719.989990234
Oahu	1511237071.0	808.359985352
Oahu	1511227071.0	909.969970703
Oahu	1511217071.0	1032.98999023
Oahu	1511207071.0	1122.40002441
Oahu	1511197071.0	1187.55004883
Oahu	1511187071.0	1241.05004883
Oahu	1511177071.0	1231.09997559
Oahu	1511167071.0	1182.57995605
Oahu	1511157071.0	1198.98999023
Oahu	1511147071.0	1208.86999512
Oahu	1511137071.0	1206.93005371
Oahu	1511127071.0	1196.02001953
Oahu	1511117071.0	1187.16003418
Oahu	1511107071.0	1172.57995605
Oahu	1511097071.0	1137.72998047
Oahu	1511087071.0	1089.93005371
Oahu	1511077071.0	1023.16998291
Oahu	1511067071.0	977.690002441
Oahu	1511057071.0	865.940002441
Oahu	1511047071.0	737.679992676
Oahu	1511037071.0	679.280029297
Oahu	1511027071.0	670.369995117
Oahu	1511017071.0	685.619995117
Oahu	1511007071.0	711.739990234
Oahu	1512237041.0	793.390014648
Oahu	1512227041.0	912.539978027
Oahu	1512217041.0	1032.69995117
Oahu	1512207041.0	1118.58996582
Oahu	1512197041.0	1188.69995117
Oahu	1512187041.0	1241.29003906
Oahu	1512177041.0	1229.73999023
Oahu	1512167041.0	1160.06005859
Oahu	1512157041.0	1153.75
Oahu	1512147041.0	1154.29003906
Oahu	1512137041.0	1154.95996094
Oahu	1512127041.0	1166.63000488
Oahu	1512117041.0	1168.29003906
Oahu	1512107041.0	1159.88000488
Oahu	1512097041.0	1149.0
Oahu	1512087041.0	1106.41003418
Oahu	1512077041.0	1059.9699707
Oahu	1512067041.0	1022.02001953
Oahu	1512057041.0	895.66998291
Oahu	1512047041.0	760.900024414
Oahu	1512037041.0	693.619995117
Oahu	1512027041.0	676.510009766
Oahu	1512017041.0	687.309997559
Oahu	1512007041.0	722.91998291
Oahu	1801237301.0	722.727372166
Oahu	1801227301.0	816.464076556
Oahu	1801217301.0	929.983023658
Oahu	1801207301.0	1022.82452787
Oahu	1801197301.0	1102.29764945
Oahu	1801187301.0	1163.95598738
Oahu	1801177301.0	1096.9856481
Oahu	1801167301.0	1069.46175511
Oahu	1801157301.0	1067.16977849
Oahu	1801147301.0	1073.20970787
Oahu	1801137301.0	1072.54073937
Oahu	1801127301.0	1084.11890178
Oahu	1801117301.0	1076.75100208
Oahu	1801107301.0	1062.25128096
Oahu	1801097301.0	1054.81445505
Oahu	1801087301.0	1029.11038213
Oahu	1801077301.0	981.705960537
Oahu	1801067301.0	957.113472867
Oahu	1801057301.0	829.22269038
Oahu	1801047301.0	707.352144071
Oahu	1801037301.0	645.506960881
Oahu	1801027301.0	617.009214988
Oahu	1801017301.0	628.193873578
Oahu	1801007301.0	665.938418851
Oahu	1802238061.0	759.0
Oahu	1802228061.0	858.270019531
Oahu	1802218061.0	975.299987793
Oahu	1802208061.0	1062.23999023
Oahu	1802198061.0	1121.47998047
Oahu	1802188061.0	1155.2199707
Oahu	1802178061.0	1094.91003418
Oahu	1802168061.0	1083.26000977
Oahu	1802158061.0	1076.04003906
Oahu	1802148061.0	1088.2800293
Oahu	1802138061.0	1084.22998047
Oahu	1802128061.0	1079.30004883
Oahu	1802118061.0	1071.15002441
Oahu	1802108061.0	1073.81994629
Oahu	1802098061.0	1044.56005859
Oahu	1802088061.0	1016.4699707
Oahu	1802078061.0	969.780029297
Oahu	1802068061.0	958.809997559
Oahu	1802058061.0	836.700012207
Oahu	1802048061.0	710.150024414
Oahu	1802038061.0	643.58001709
Oahu	1802028061.0	631.900024414
Oahu	1802018061.0	643.059997559
Oahu	1802008061.0	671.950012207
Oahu	1803237121.0	749.847974774
Oahu	1803227121.0	847.863808042
Oahu	1803217121.0	969.222811394
Oahu	1803207121.0	1059.79203219
Oahu	1803197121.0	1125.68020594
Oahu	1803187121.0	1152.76148219
Oahu	1803177121.0	1115.54805299
Oahu	1803167121.0	1095.81510333
Oahu	1803157121.0	1106.38002642
Oahu	1803147121.0	1121.22401836
Oahu	1803137121.0	1125.15881639
Oahu	1803127121.0	1130.83478175
Oahu	1803117121.0	1119.60089016
Oahu	1803107121.0	1113.3347291
Oahu	1803097121.0	1096.0610282
Oahu	1803087121.0	1061.42500699
Oahu	1803077121.0	1006.2492152
Oahu	1803067121.0	964.451832762
Oahu	1803057121.0	839.512208836
Oahu	1803047121.0	715.487358206
Oahu	1803037121.0	653.022439523
Oahu	1803027121.0	642.250917915
Oahu	1803017121.0	655.766939533
Oahu	1803007121.0	686.743627396
Oahu	1804237091.0	731.511801557
Oahu	1804227091.0	826.615862671
Oahu	1804217091.0	952.224455097
Oahu	1804207091.0	1054.08652702
Oahu	1804197091.0	1118.35169265
Oahu	1804187091.0	1118.1450341
Oahu	1804177091.0	1076.33780506
Oahu	1804167091.0	1085.78129631
Oahu	1804157091.0	1100.38933005
Oahu	1804147091.0	1107.67845694
Oahu	1804137091.0	1110.40332378
Oahu	1804127091.0	1110.36405746
Oahu	1804117091.0	1099.2186652
Oahu	1804107091.0	1089.43090313
Oahu	1804097091.0	1061.37577399
Oahu	1804087091.0	1029.37600021
Oahu	1804077091.0	978.499090538
Oahu	1804067091.0	917.913011496
Oahu	1804057091.0	801.856162896
Oahu	1804047091.0	680.33979404
Oahu	1804037091.0	622.370329268
Oahu	1804027091.0	612.356275494
Oahu	1804017091.0	623.354028775
Oahu	1804007091.0	652.619089103
Oahu	1805237301.0	775.404468748
Oahu	1805227301.0	877.050155598
Oahu	1805217301.0	994.680959434
Oahu	1805207301.0	1085.58460444
Oahu	1805197301.0	1136.38286138
Oahu	1805187301.0	1108.18999989
Oahu	1805177301.0	1125.61139981
Oahu	1805167301.0	1145.7575465
Oahu	1805157301.0	1161.4179658
Oahu	1805147301.0	1163.46413762
Oahu	1805137301.0	1152.4761709
Oahu	1805127301.0	1144.34095677
Oahu	1805117301.0	1146.54443406
Oahu	1805107301.0	1135.69431976
Oahu	1805097301.0	1109.94101384
Oahu	1805087301.0	1074.45902546
Oahu	1805077301.0	1013.98107891
Oahu	1805067301.0	938.77729965
Oahu	1805057301.0	821.235055188
Oahu	1805047301.0	711.424674439
Oahu	1805037301.0	657.311354963
Oahu	1805027301.0	650.504171187
Oahu	1805017301.0	666.253209898
Oahu	1805007301.0	699.679299926
Oahu	1806237051.0	793.8488345
Oahu	1806227051.0	898.543965806
Oahu	1806217051.0	1011.80714143
Oahu	1806207051.0	1105.16024864
Oahu	1806197051.0	1157.69967292
Oahu	1806187051.0	1136.0975501
Oahu	1806177051.0	1167.30058972
Oahu	1806167051.0	1181.20999507
Oahu	1806157051.0	1196.4082245
Oahu	1806147051.0	1204.98605538
Oahu	1806137051.0	1198.75928073
Oahu	1806127051.0	1197.56892267
Oahu	1806117051.0	1186.29576475
Oahu	1806107051.0	1176.23253801
Oahu	1806097051.0	1155.86988617
Oahu	1806087051.0	1120.01408718
Oahu	1806077051.0	1054.67672271
Oahu	1806067051.0	979.207325364
Oahu	1806057051.0	856.490811889
Oahu	1806047051.0	746.936202619
Oahu	1806037051.0	691.79985727
Oahu	1806027051.0	680.870970159
Oahu	1806017051.0	675.913146259
Oahu	1806007051.0	710.647573443
Oahu	1807237191.0	813.129380858
Oahu	1807227191.0	911.794429383
Oahu	1807217191.0	1019.43081261
Oahu	1807207191.0	1103.29119556
Oahu	1807197191.0	1150.12511467
Oahu	1807187191.0	1126.60482584
Oahu	1807177191.0	1157.86682499
Oahu	1807167191.0	1178.77043951
Oahu	1807157191.0	1199.54616829
Oahu	1807147191.0	1200.65775353
Oahu	1807137191.0	1197.28373147
Oahu	1807127191.0	1196.81157492
Oahu	1807117191.0	1183.98409493
Oahu	1807107191.0	1176.34073055
Oahu	1807097191.0	1150.8628893
Oahu	1807087191.0	1100.43844298
Oahu	1807077191.0	1028.13652923
Oahu	1807067191.0	948.870066197
Oahu	1807057191.0	849.339357302
Oahu	1807047191.0	751.175945092
Oahu	1807037191.0	705.365051855
Oahu	1807027191.0	698.990698263
Oahu	1807017191.0	718.231858215
Oahu	1807007191.0	756.045269658
Oahu	1808237301.0	809.588026609
Oahu	1808227301.0	906.954644621
Oahu	1808217301.0	1024.76250716
Oahu	1808207301.0	1124.93258471
Oahu	1808197301.0	1191.00772381
Oahu	1808187301.0	1183.86605579
Oahu	1808177301.0	1175.74068826
Oahu	1808167301.0	1189.82721236
Oahu	1808157301.0	1216.63302392
Oahu	1808147301.0	1223.45996094
Oahu	1808137301.0	1214.43939323
Oahu	1808127301.0	1216.14117416
Oahu	1808117301.0	1205.16317413
Oahu	1808107301.0	1194.46051869
Oahu	1808097301.0	1169.70075887
Oahu	1808087301.0	1124.26373629
Oahu	1808077301.0	1049.91565072
Oahu	1808067301.0	989.014840668
Oahu	1808057301.0	887.438019988
Oahu	1808047301.0	761.495003352
Oahu	1808037301.0	708.768673763
Oahu	1808027301.0	704.450218518
Oahu	1808017301.0	720.759973152
Oahu	1808007301.0	757.747050592
Oahu	1809237071.0	834.495305327
Oahu	1809227071.0	926.392496442
Oahu	1809217071.0	1018.57499884
Oahu	1809207071.0	1092.18518971
Oahu	1809197071.0	1145.60996756
Oahu	1809187071.0	1176.8621201
Oahu	1809177071.0	1159.8046842
Oahu	1809167071.0	1190.01417771
Oahu	1809157071.0	1215.62963121
Oahu	1809147071.0	1221.0793649
Oahu	1809137071.0	1212.50153402
Oahu	1809127071.0	1208.37004413
Oahu	1809117071.0	1197.81484755
Oahu	1809107071.0	1182.38065993
Oahu	1809097071.0	1154.01079977
Oahu	1809087071.0	1106.85218297
Oahu	1809077071.0	1037.3439422
Oahu	1809067071.0	961.933564426
Oahu	1809057071.0	858.03522732
Oahu	1809047071.0	741.476682364
Oahu	1809037071.0	688.091290917
Oahu	1809027071.0	684.323765035
Oahu	1809017071.0	701.951643385
Oahu	1809007071.0	738.250179203
Oahu	1810237221.0	771.184419478
Oahu	1810227221.0	867.291873301
Oahu	1810217221.0	980.141851904
Oahu	1810207221.0	1079.17086444
Oahu	1810197221.0	1149.96768913
Oahu	1810187221.0	1209.01919934
Oahu	1810177221.0	1167.71366666
Oahu	1810167221.0	1160.89669632
Oahu	1810157221.0	1177.47200899
Oahu	1810147221.0	1187.92873955
Oahu	1810137221.0	1184.82021549
Oahu	1810127221.0	1185.97118714
Oahu	1810117221.0	1179.76398562
Oahu	1810107221.0	1156.14535085
Oahu	1810097221.0	1128.95588207
Oahu	1810087221.0	1086.07645419
Oahu	1810077221.0	1007.91172981
Oahu	1810067221.0	938.610087545
Oahu	1810057221.0	838.194025079
Oahu	1810047221.0	722.638872833
Oahu	1810037221.0	664.374310217
Oahu	1810027221.0	657.114603054
Oahu	1810017221.0	674.703155039
Oahu	1810007221.0	703.171421167
Oahu	1811237071.0	790.100941781
Oahu	1811227071.0	890.054634259
Oahu	1811217071.0	1011.0693668
Oahu	1811207071.0	1099.02197333
Oahu	1811197071.0	1163.11002021
Oahu	1811187071.0	1215.73794383
Oahu	1811177071.0	1205.95006168
Oahu	1811167071.0	1158.2209424
Oahu	1811157071.0	1174.36348493
Oahu	1811147071.0	1184.08244086
Oahu	1811137071.0	1182.17412146
Oahu	1811127071.0	1171.44192621
Oahu	1811117071.0	1162.72636299
Oahu	1811107071.0	1148.38394733
Oahu	1811097071.0	1114.10204354
Oahu	1811087071.0	1067.08127916
Oahu	1811077071.0	1001.40943044
Oahu	1811067071.0	956.670796081
Oahu	1811057071.0	846.742376195
Oahu	1811047071.0	720.573067844
Oahu	1811037071.0	663.125052671
Oahu	1811027071.0	654.360256443
Oahu	1811017071.0	669.361673921
Oahu	1811007071.0	695.055900236
Oahu	1812237041.0	775.374988983
Oahu	1812227041.0	892.582749196
Oahu	1812217041.0	1010.78405552
Oahu	1812207041.0	1095.27402057
Oahu	1812197041.0	1164.24117858
Oahu	1812187041.0	1215.9740221
Oahu	1812177041.0	1204.61224476
Oahu	1812167041.0	1136.06813037
Oahu	1812157041.0	1129.86092885
Oahu	1812147041.0	1130.39216501
Oahu	1812137041.0	1131.05116683
Oahu	1812127041.0	1142.5309833
Oahu	1812117041.0	1144.1639581
Oahu	1812107041.0	1135.89101163
Oahu	1812097041.0	1125.18835619
Oahu	1812087041.0	1083.29262782
Oahu	1812077041.0	1037.60956028
Oahu	1812067041.0	1000.27821203
Oahu	1812057041.0	875.987743319
Oahu	1812047041.0	743.414601614
Oahu	1812037041.0	677.231269976
Oahu	1812027041.0	660.400185824
Oahu	1812017041.0	671.02412849
Oahu	1812007041.0	706.053653517
