PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw
Oahu_CentralTrackingPV_479_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_47_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_480_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_481_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_482_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_483_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_484_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_485_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_486_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_487_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_488_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_489_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_48_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_490_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_491_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_492_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_493_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_494_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_495_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_496_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_497_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_498_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_499_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_49_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_4_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_500_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_501_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_502_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_503_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_504_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_505_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_506_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_507_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_508_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_509_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_50_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_510_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_511_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_512_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_513_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_514_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_515_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_516_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_517_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_518_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_519_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_51_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_520_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_521_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_522_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_523_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_524_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_525_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_526_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_527_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_528_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_529_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_52_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_530_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_531_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_532_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_533_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_534_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_535_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_536_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_537_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_538_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_539_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_53_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_540_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_541_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_542_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_543_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_544_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_545_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_546_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_547_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_548_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_549_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_54_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_550_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_551_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_552_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_553_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_554_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_555_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_556_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_557_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_558_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_559_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_55_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_560_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_561_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_562_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_563_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_564_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_565_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_566_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_567_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_568_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_569_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_56_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_570_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_571_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_572_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_573_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_574_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_575_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_576_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_577_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_578_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_579_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_57_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_580_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_581_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_582_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_583_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_584_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_585_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_586_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_587_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_588_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_589_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_58_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_590_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_591_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_592_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_593_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_594_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_595_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_596_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_597_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_598_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_599_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_59_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_5_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_600_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_601_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_602_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_603_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_604_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_605_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_606_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_607_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_608_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_609_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_60_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_610_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_611_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_612_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_613_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_614_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_615_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_616_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_617_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_618_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_619_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_61_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_620_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_621_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_622_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_623_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_624_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_625_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_626_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_627_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_628_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_629_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_62_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_630_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_631_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_632_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_633_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_634_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_635_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_636_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_637_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_638_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_639_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_63_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_640_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_641_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_642_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_643_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_644_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_645_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_646_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_647_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_648_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_649_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_64_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_650_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_651_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_652_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_653_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_654_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_655_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_656_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_657_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_658_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_659_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_65_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_660_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_661_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_662_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_663_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_664_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_665_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_666_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_667_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_668_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_669_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_66_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_670_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_671_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_672_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_673_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_674_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_675_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_676_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_677_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_678_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_679_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_67_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_680_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_681_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_682_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_683_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_684_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_685_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_686_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_687_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_688_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_689_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_68_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_690_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_691_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_692_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_693_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_694_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_695_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_696_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_697_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_698_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_699_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_69_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_6_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_700_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_701_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_702_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_703_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_704_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_705_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_706_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_707_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_708_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_709_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_70_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_710_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_711_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_712_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_713_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_714_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_715_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_716_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_717_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_718_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_719_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_71_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_720_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_721_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_722_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_723_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_724_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_725_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_726_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_727_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_728_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_729_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_72_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_730_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_731_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_73_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_74_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_75_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_76_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_77_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_78_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_79_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_7_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_80_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_81_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_82_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_83_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_84_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_85_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_86_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_87_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_88_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_89_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_8_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_90_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_91_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_92_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_93_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_94_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_95_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_96_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_97_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_98_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_99_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_9_na	.	CentralTrackingPV	Oahu	0.0
Oahu_Chevron_GEN4	.	Chevron_LSFO_3.2_MW_GT_cogen	Oahu	0.0
Oahu_Chevron_GEN1_GEN2_GEN3	.	Chevron_LSFO_3_MW_GT_cogen	Oahu	0.0
Oahu_DistPV_1_na	.	DistPV	Oahu	0.0
Oahu_HPower_GEN1	.	HPower_MLG_60_MW_ST	Oahu	0.0
Oahu_Honolulu_H8	.	Honolulu_LSFO_48.6_MW_ST	Oahu	0.0
Oahu_Honolulu_H9	.	Honolulu_LSFO_51.7_MW_ST	Oahu	0.0
Oahu_Kahe_K5	.	Kahe_LSFO_128.1_MW_ST	Oahu	0.0
Oahu_Kahe_K6	.	Kahe_LSFO_128.7_MW_ST	Oahu	0.0
Oahu_Kahe_K1	.	Kahe_LSFO_77.9_MW_ST	Oahu	0.0
Oahu_Kahe_K2	.	Kahe_LSFO_78.1_MW_ST	Oahu	0.0
Oahu_Kahe_K3	.	Kahe_LSFO_82.1_MW_ST	Oahu	0.0
Oahu_Kahe_K4	.	Kahe_LSFO_87.2_MW_ST	Oahu	0.0
Oahu_Kahuku_1	.	Kahuku_30_MW_WT	Oahu	0.0
Oahu_Kalaeloa_CC1_CC2	.	Kalaeloa_107_MW_CC_cogen	Oahu	0.0
Oahu_Kalaeloa_KAS2	.	Kalaeloa_5_MW_PV	Oahu	0.0
Oahu_Kawailoa_1	.	Kawailoa_69_MW_WT	Oahu	0.0
Oahu_Reciprocating	.	Reciprocating	Oahu	0.0
Oahu_SCCT_Biodiesel	.	SCCT_Biodiesel	Oahu	0.0
Oahu_SCCT_LNG	.	SCCT_LNG	Oahu	0.0
Oahu_Solar_DistPV	.	Solar_210_MW_PV	Oahu	0.0
Oahu_Tesoro_GEN1	.	Tesoro_LSFO_20_MW_GT_cogen	Oahu	0.0
Oahu_Waiau_W10_W9	.	Waiau_High-Sulfur-Diesel_51.2_MW_GT	Oahu	0.0
Oahu_Waiau_W3	.	Waiau_LSFO_47.2_MW_ST	Oahu	0.0
Oahu_Waiau_W4	.	Waiau_LSFO_47.7_MW_ST	Oahu	0.0
Oahu_Waiau_W6	.	Waiau_LSFO_51.8_MW_ST	Oahu	0.0
Oahu_Waiau_W5	.	Waiau_LSFO_51.9_MW_ST	Oahu	0.0
Oahu_Waiau_W7_W8	.	Waiau_LSFO_77.8_MW_ST	Oahu	0.0
Oahu_Wind_101_na	.	Wind	Oahu	35278017.77
Oahu_Wind_102_na	.	Wind	Oahu	15288393.55
Oahu_Wind_103_na	.	Wind	Oahu	27886929.97
Oahu_Wind_104_na	.	Wind	Oahu	15583138.15
Oahu_Wind_105_na	.	Wind	Oahu	22754142.3
Oahu_Wind_106_na	.	Wind	Oahu	14222969.17
Oahu_Wind_107_na	.	Wind	Oahu	11228940.68
Oahu_Wind_201_na	.	Wind	Oahu	17939019.25
Oahu_Wind_202_na	.	Wind	Oahu	26773212.2
