LOAD_ZONE	TIMEPOINT	lz_demand_mw
Oahu	2908007301	605.844290472
Oahu	2908028240	506.333839764
Oahu	2908027301	532.698423644
Oahu	2908047301	610.98807187
Oahu	2908048240	507.870948265
Oahu	2908067301	923.241822671
Oahu	2908068240	607.467788919
Oahu	2908088240	868.80479844
Oahu	2908087301	1108.86069199
Oahu	2908107301	1205.20046111
Oahu	2908108240	986.929450752
Oahu	2908127301	1234.95551927
Oahu	2908128240	1023.44964096
Oahu	2908148240	1033.71534783
Oahu	2908147301	1245.0
Oahu	2908168240	1058.11709188
Oahu	2908167301	1198.84159897
Oahu	2908188240	1075.17623197
Oahu	2908187301	1190.66036291
Oahu	2908207301	1109.77863581
Oahu	2908208240	1026.22196483
Oahu	2908227301	810.620416514
Oahu	2908228240	780.832435068
Oahu	2910007221	530.9433711
Oahu	2910007180	554.434327923
Oahu	2910027180	489.537265732
Oahu	2910027221	467.733875279
Oahu	2910047221	557.660974597
Oahu	2910047180	575.265637298
Oahu	2910067180	892.447114858
Oahu	2910067221	854.06511524
Oahu	2910087221	1056.45153853
Oahu	2910087180	1062.67526353
Oahu	2910107180	1147.6880674
Oahu	2910107221	1152.61579416
Oahu	2910127221	1193.54949631
Oahu	2910127180	1174.4056709
Oahu	2910147180	1186.43469012
Oahu	2910147221	1196.23608878
Oahu	2910167221	1159.13665608
Oahu	2910167180	1141.89645169
Oahu	2910187180	1212.49061599
Oahu	2910187221	1225.18114805
Oahu	2910207221	1046.97413944
Oahu	2910207180	1043.329062
Oahu	2910227180	774.641468558
Oahu	2910227221	756.186265814
Oahu	2912007310	498.245124679
Oahu	2912007041	534.899016782
Oahu	2912027310	418.807964282
Oahu	2912027041	472.243088875
Oahu	2912047041	586.174089383
Oahu	2912047310	473.039574057
Oahu	2912067310	688.305556619
Oahu	2912067041	938.699947095
Oahu	2912087041	1052.6309476
Oahu	2912087310	868.200131598
Oahu	2912107310	952.038478271
Oahu	2912107041	1124.81824707
Oahu	2912127310	939.158919003
Oahu	2912127041	1133.93110546
Oahu	2912147041	1117.27149641
Oahu	2912147310	910.159804879
Oahu	2912167041	1125.06132914
Oahu	2912167310	939.307405067
Oahu	2912187310	971.506138435
Oahu	2912187041	1234.72611572
Oahu	2912207041	1069.07450202
Oahu	2912207310	778.51611435
Oahu	2912227041	790.896078164
Oahu	2912227310	660.92652269
Oahu	3702008061	485.808536265
Oahu	3702008170	509.954103593
Oahu	3702028061	430.894823536
Oahu	3702028170	430.140635457
Oahu	3702048170	449.048562409
Oahu	3702048061	538.185693217
Oahu	3702068061	879.13067435
Oahu	3702068170	557.381503767
Oahu	3702088170	783.192795649
Oahu	3702088061	958.189954408
Oahu	3702108061	1036.82418772
Oahu	3702108170	875.168090516
Oahu	3702128170	885.163676855
Oahu	3702128061	1044.33811702
Oahu	3702148061	1056.65083158
Oahu	3702148170	875.236630245
Oahu	3702168061	1049.76773558
Oahu	3702168170	903.975531024
Oahu	3702188170	1005.9602206
Oahu	3702188061	1148.43414825
Oahu	3702208061	1020.94657039
Oahu	3702208170	892.526634635
Oahu	3702228061	741.277362142
Oahu	3702228170	690.147896053
Oahu	3704007091	459.303340717
Oahu	3704007160	474.773881417
Oahu	3704027091	404.09781627
Oahu	3704027160	418.327420796
Oahu	3704047160	518.110165009
Oahu	3704047091	497.312012166
Oahu	3704067091	823.055617456
Oahu	3704067160	840.346977201
Oahu	3704087160	976.034135895
Oahu	3704087091	975.885789936
Oahu	3704107160	1042.93371795
Oahu	3704107091	1058.22882844
Oahu	3704127091	1086.9308902
Oahu	3704127160	1070.30033679
Oahu	3704147091	1083.24858457
Oahu	3704147160	1059.03806306
Oahu	3704167160	1037.61944213
Oahu	3704167091	1053.2247455
Oahu	3704187160	1077.39492877
Oahu	3704187091	1097.59961545
Oahu	3704207160	995.362247788
Oahu	3704207091	1009.76711788
Oahu	3704227091	697.875419412
Oahu	3704227160	695.043015935
Oahu	3706007270	556.59079394
Oahu	3706007051	538.867897282
Oahu	3706027051	498.04032332
Oahu	3706027270	490.945731342
Oahu	3706047051	588.624300909
Oahu	3706047270	567.003412487
Oahu	3706067051	907.098048656
Oahu	3706067270	859.2568885
Oahu	3706087051	1100.16232894
Oahu	3706087270	1052.91455262
Oahu	3706107270	1138.79138615
Oahu	3706107051	1177.24509548
Oahu	3706127270	1155.30043089
Oahu	3706127051	1206.50003818
Oahu	3706147051	1216.66988634
Oahu	3706147270	1156.02882436
Oahu	3706167270	1133.67946014
Oahu	3706167051	1184.06983282
Oahu	3706187270	1076.65319897
Oahu	3706187051	1122.2148366
Oahu	3706207051	1079.79579533
Oahu	3706207270	1056.83954631
Oahu	3706227051	796.498150912
Oahu	3706227270	785.653995452
Oahu	3708007301	603.447371593
Oahu	3708008150	609.539233163
Oahu	3708028150	529.643500615
Oahu	3708027301	530.370522207
Oahu	3708047301	608.586299531
Oahu	3708048150	590.562766483
Oahu	3708067301	920.545420494
Oahu	3708068150	825.999413006
Oahu	3708088150	1065.24783922
Oahu	3708087301	1105.98914746
Oahu	3708107301	1202.23801433
Oahu	3708108150	1159.27982808
Oahu	3708127301	1231.96499683
Oahu	3708128150	1177.61182046
Oahu	3708148150	1191.62472199
Oahu	3708147301	1242.0
Oahu	3708168150	1161.80265917
Oahu	3708167301	1195.88515214
Oahu	3708188150	1085.85578577
Oahu	3708187301	1187.71163556
Oahu	3708208150	1037.09851401
Oahu	3708207301	1106.90622514
Oahu	3708227301	808.030279279
Oahu	3708228150	830.153975031
Oahu	3710007221	528.617125658
Oahu	3710007310	527.322350274
Oahu	3710027221	465.467271726
Oahu	3710027310	466.101240777
Oahu	3710047221	555.30951952
Oahu	3710047310	560.515787632
Oahu	3710067310	876.318978826
Oahu	3710067221	851.433985369
Oahu	3710087221	1053.62944513
Oahu	3710087310	1014.63619118
Oahu	3710107310	1076.96339186
Oahu	3710107221	1149.70296411
Oahu	3710127310	1083.68028613
Oahu	3710127221	1190.59804289
Oahu	3710147221	1193.28210041
Oahu	3710147310	1078.85155108
Oahu	3710167310	1036.59435673
Oahu	3710167221	1156.21767322
Oahu	3710187221	1222.1998483
Oahu	3710187310	981.874455381
Oahu	3710207221	1044.16098852
Oahu	3710207310	904.400490174
Oahu	3710227310	680.880833907
Oahu	3710227221	753.647490412
Oahu	3712007160	493.022821736
Oahu	3712007041	532.569038955
Oahu	3712027160	400.564021245
Oahu	3712027041	469.972230612
Oahu	3712047041	583.795730499
Oahu	3712047160	417.707035032
Oahu	3712067160	542.496116732
Oahu	3712067041	935.988959266
Oahu	3712087041	1049.81245915
Oahu	3712087160	750.869008469
Oahu	3712107160	837.797764679
Oahu	3712107041	1121.93164564
Oahu	3712127160	846.376063216
Oahu	3712127041	1131.03590552
Oahu	3712147041	1114.39201579
Oahu	3712147160	843.624500878
Oahu	3712167041	1122.17449835
Oahu	3712167160	884.74884908
Oahu	3712187041	1231.73580974
Oahu	3712187160	1035.4884302
Oahu	3712207160	916.12138507
Oahu	3712207041	1066.2404981
Oahu	3712227160	681.636146989
Oahu	3712227041	788.324552006
Oahu	4502007180	480.627537221
Oahu	4502008061	485.808536265
Oahu	4502028061	430.894823536
Oahu	4502027180	400.46959682
Oahu	4502047180	410.045978823
Oahu	4502048061	538.185693217
Oahu	4502067180	527.173921992
Oahu	4502068061	879.13067435
Oahu	4502087180	737.044021251
Oahu	4502088061	958.189954408
Oahu	4502107180	830.433482711
Oahu	4502108061	1036.82418772
Oahu	4502127180	820.236714943
Oahu	4502128061	1044.33811702
Oahu	4502147180	811.429146986
Oahu	4502148061	1056.65083158
Oahu	4502168061	1049.76773558
Oahu	4502167180	846.686256098
Oahu	4502187180	932.063965574
Oahu	4502188061	1148.43414825
Oahu	4502208061	1020.94657039
Oahu	4502207180	824.63374844
Oahu	4502228061	741.277362142
Oahu	4502227180	643.883829211
Oahu	4504008160	496.434788533
Oahu	4504007091	459.303340717
Oahu	4504027091	404.09781627
Oahu	4504028160	437.997263397
Oahu	4504048160	528.642602988
Oahu	4504047091	497.312012166
Oahu	4504068160	843.138529569
Oahu	4504067091	823.055617456
Oahu	4504087091	975.885789936
Oahu	4504088160	1001.53133229
Oahu	4504108160	1070.01934249
Oahu	4504107091	1058.22882844
Oahu	4504128160	1086.30836557
Oahu	4504127091	1086.9308902
Oahu	4504147091	1083.24858457
Oahu	4504148160	1079.19211734
Oahu	4504168160	1052.44137082
Oahu	4504167091	1053.2247455
Oahu	4504187091	1097.59961545
Oahu	4504188160	1101.29471536
Oahu	4504207091	1009.76711788
Oahu	4504208160	988.629125847
Oahu	4504227091	697.875419412
Oahu	4504228160	706.080412114
Oahu	4506007051	538.867897282
Oahu	4506007230	555.848981822
Oahu	4506027051	498.04032332
Oahu	4506027230	474.854804878
Oahu	4506047051	588.624300909
Oahu	4506047230	485.685459374
Oahu	4506067051	907.098048656
Oahu	4506067230	646.001422498
Oahu	4506087230	897.683595899
Oahu	4506087051	1100.16232894
Oahu	4506107051	1177.24509548
Oahu	4506107230	983.074888662
Oahu	4506127230	992.799534302
Oahu	4506127051	1206.50003818
Oahu	4506147051	1216.66988634
Oahu	4506147230	982.96688095
Oahu	4506167230	971.583263188
Oahu	4506167051	1184.06983282
Oahu	4506187051	1122.2148366
Oahu	4506187230	940.116138127
Oahu	4506207230	935.759607522
Oahu	4506207051	1079.79579533
Oahu	4506227230	752.527980592
Oahu	4506227051	796.498150912
Oahu	4508007301	603.447371593
Oahu	4508007120	600.142928312
Oahu	4508027301	530.370522207
Oahu	4508027120	514.050326322
Oahu	4508047301	608.586299531
Oahu	4508047120	518.919399624
Oahu	4508067301	920.545420494
Oahu	4508067120	618.526795949
Oahu	4508087120	870.519162232
Oahu	4508087301	1105.98914746
Oahu	4508107120	988.132810815
Oahu	4508107301	1202.23801433
Oahu	4508127120	993.595267953
Oahu	4508127301	1231.96499683
Oahu	4508147301	1242.0
Oahu	4508147120	1004.95204843
Oahu	4508167120	1037.60594117
Oahu	4508167301	1195.88515214
Oahu	4508187120	1047.04739585
Oahu	4508187301	1187.71163556
Oahu	4508207301	1106.90622514
Oahu	4508207120	1036.45951174
Oahu	4508227301	808.030279279
Oahu	4508227120	777.561320008
Oahu	4510007120	567.340607297
Oahu	4510007221	528.617125658
Oahu	4510027120	502.275509894
Oahu	4510027221	465.467271726
Oahu	4510047221	555.30951952
Oahu	4510047120	590.472121883
Oahu	4510067221	851.433985369
Oahu	4510067120	896.348317622
Oahu	4510087120	1047.2362447
Oahu	4510087221	1053.62944513
Oahu	4510107120	1136.60637037
Oahu	4510107221	1149.70296411
Oahu	4510127120	1159.68396342
Oahu	4510127221	1190.59804289
Oahu	4510147221	1193.28210041
Oahu	4510147120	1153.56045298
Oahu	4510167120	1098.86755355
Oahu	4510167221	1156.21767322
Oahu	4510187221	1222.1998483
Oahu	4510187120	1127.19191761
Oahu	4510207221	1044.16098852
Oahu	4510207120	979.581431884
Oahu	4510227221	753.647490412
Oahu	4510227120	766.932933004
Oahu	4512007041	532.569038955
Oahu	4512008250	516.261265013
Oahu	4512028250	421.708240321
Oahu	4512027041	469.972230612
Oahu	4512047041	583.795730499
Oahu	4512048250	432.649825554
Oahu	4512067041	935.988959266
Oahu	4512068250	539.296304623
Oahu	4512088250	736.382420409
Oahu	4512087041	1049.81245915
Oahu	4512107041	1121.93164564
Oahu	4512108250	827.24710387
Oahu	4512127041	1131.03590552
Oahu	4512128250	809.957183166
Oahu	4512148250	788.773218358
Oahu	4512147041	1114.39201579
Oahu	4512167041	1122.17449835
Oahu	4512168250	809.093364997
Oahu	4512187041	1231.73580974
Oahu	4512188250	865.035508406
Oahu	4512207041	1066.2404981
Oahu	4512208250	791.9816978
Oahu	4512227041	788.324552006
Oahu	4512228250	655.472065551
