PROJECT	timepoint	proj_max_capacity_factor
Oahu_CentralTrackingPV_111_na	210715	0.44840118289
Oahu_CentralTrackingPV_111_na	210718	0.720152020454
Oahu_CentralTrackingPV_111_na	210721	0.0
Oahu_CentralTrackingPV_111_na	370700	0.0
Oahu_CentralTrackingPV_111_na	370703	0.0
Oahu_CentralTrackingPV_111_na	370706	0.0698815435171
Oahu_CentralTrackingPV_111_na	370709	0.521525204182
Oahu_CentralTrackingPV_111_na	370712	0.58035415411
Oahu_CentralTrackingPV_111_na	370715	0.44840118289
Oahu_CentralTrackingPV_111_na	370718	0.720152020454
Oahu_CentralTrackingPV_111_na	370721	0.0
Oahu_CentralTrackingPV_112_na	210700	0.0
Oahu_CentralTrackingPV_112_na	210703	0.0
Oahu_CentralTrackingPV_112_na	210706	0.114568993449
Oahu_CentralTrackingPV_112_na	210709	0.841381669044
Oahu_CentralTrackingPV_112_na	210712	0.874583899975
Oahu_CentralTrackingPV_112_na	210715	0.896000027657
Oahu_CentralTrackingPV_112_na	210718	0.725648105145
Oahu_CentralTrackingPV_112_na	210721	0.0
Oahu_CentralTrackingPV_112_na	370700	0.0
Oahu_CentralTrackingPV_112_na	370703	0.0
Oahu_CentralTrackingPV_112_na	370706	0.114568993449
Oahu_CentralTrackingPV_112_na	370709	0.841381669044
Oahu_CentralTrackingPV_112_na	370712	0.874583899975
Oahu_CentralTrackingPV_112_na	370715	0.896000027657
Oahu_CentralTrackingPV_112_na	370718	0.725648105145
Oahu_CentralTrackingPV_112_na	370721	0.0
Oahu_CentralTrackingPV_113_na	210700	0.0
Oahu_CentralTrackingPV_113_na	210703	0.0
Oahu_CentralTrackingPV_113_na	210706	0.159567162395
Oahu_CentralTrackingPV_113_na	210709	0.837966918945
Oahu_CentralTrackingPV_113_na	210712	0.854782104492
Oahu_CentralTrackingPV_113_na	210715	0.896000027657
Oahu_CentralTrackingPV_113_na	210718	0.727028310299
Oahu_CentralTrackingPV_113_na	210721	0.0
Oahu_CentralTrackingPV_113_na	370700	0.0
Oahu_CentralTrackingPV_113_na	370703	0.0
Oahu_CentralTrackingPV_113_na	370706	0.159567162395
Oahu_CentralTrackingPV_113_na	370709	0.837966918945
Oahu_CentralTrackingPV_113_na	370712	0.854782104492
Oahu_CentralTrackingPV_113_na	370715	0.896000027657
Oahu_CentralTrackingPV_113_na	370718	0.727028310299
Oahu_CentralTrackingPV_113_na	370721	0.0
Oahu_CentralTrackingPV_114_na	210700	0.0
Oahu_CentralTrackingPV_114_na	210703	0.0
Oahu_CentralTrackingPV_114_na	210706	0.170741394162
Oahu_CentralTrackingPV_114_na	210709	0.805641114712
Oahu_CentralTrackingPV_114_na	210712	0.78649944067
Oahu_CentralTrackingPV_114_na	210715	0.896000027657
Oahu_CentralTrackingPV_114_na	210718	0.734210193157
Oahu_CentralTrackingPV_114_na	210721	0.0
Oahu_CentralTrackingPV_114_na	370700	0.0
Oahu_CentralTrackingPV_114_na	370703	0.0
Oahu_CentralTrackingPV_114_na	370706	0.170741394162
Oahu_CentralTrackingPV_114_na	370709	0.805641114712
Oahu_CentralTrackingPV_114_na	370712	0.78649944067
Oahu_CentralTrackingPV_114_na	370715	0.896000027657
Oahu_CentralTrackingPV_114_na	370718	0.734210193157
Oahu_CentralTrackingPV_114_na	370721	0.0
Oahu_CentralTrackingPV_115_na	210700	0.0
Oahu_CentralTrackingPV_115_na	210703	0.0
Oahu_CentralTrackingPV_115_na	210706	0.172849908471
Oahu_CentralTrackingPV_115_na	210709	0.808857679367
Oahu_CentralTrackingPV_115_na	210712	0.746330142021
Oahu_CentralTrackingPV_115_na	210715	0.896000027657
Oahu_CentralTrackingPV_115_na	210718	0.736665666103
Oahu_CentralTrackingPV_115_na	210721	0.0
Oahu_CentralTrackingPV_115_na	370700	0.0
Oahu_CentralTrackingPV_115_na	370703	0.0
Oahu_CentralTrackingPV_115_na	370706	0.172849908471
Oahu_CentralTrackingPV_115_na	370709	0.808857679367
Oahu_CentralTrackingPV_115_na	370712	0.746330142021
Oahu_CentralTrackingPV_115_na	370715	0.896000027657
Oahu_CentralTrackingPV_115_na	370718	0.736665666103
Oahu_CentralTrackingPV_115_na	370721	0.0
Oahu_CentralTrackingPV_116_na	210700	0.0
Oahu_CentralTrackingPV_116_na	210703	0.0
Oahu_CentralTrackingPV_116_na	210706	0.206147149205
Oahu_CentralTrackingPV_116_na	210709	0.842772245407
Oahu_CentralTrackingPV_116_na	210712	0.766836881638
Oahu_CentralTrackingPV_116_na	210715	0.888114094734
Oahu_CentralTrackingPV_116_na	210718	0.606605470181
Oahu_CentralTrackingPV_116_na	210721	0.0
Oahu_CentralTrackingPV_116_na	370700	0.0
Oahu_CentralTrackingPV_116_na	370703	0.0
Oahu_CentralTrackingPV_116_na	370706	0.206147149205
Oahu_CentralTrackingPV_116_na	370709	0.842772245407
Oahu_CentralTrackingPV_116_na	370712	0.766836881638
Oahu_CentralTrackingPV_116_na	370715	0.888114094734
Oahu_CentralTrackingPV_116_na	370718	0.606605470181
Oahu_CentralTrackingPV_116_na	370721	0.0
Oahu_CentralTrackingPV_117_na	210700	0.0
Oahu_CentralTrackingPV_117_na	210703	0.0
Oahu_CentralTrackingPV_117_na	210706	0.173734143376
Oahu_CentralTrackingPV_117_na	210709	0.810904502869
Oahu_CentralTrackingPV_117_na	210712	0.75633263588
Oahu_CentralTrackingPV_117_na	210715	0.896000027657
Oahu_CentralTrackingPV_117_na	210718	0.735245227814
Oahu_CentralTrackingPV_117_na	210721	0.0
Oahu_CentralTrackingPV_117_na	370700	0.0
Oahu_CentralTrackingPV_117_na	370703	0.0
Oahu_CentralTrackingPV_117_na	370706	0.173734143376
Oahu_CentralTrackingPV_117_na	370709	0.810904502869
Oahu_CentralTrackingPV_117_na	370712	0.75633263588
Oahu_CentralTrackingPV_117_na	370715	0.896000027657
Oahu_CentralTrackingPV_117_na	370718	0.735245227814
Oahu_CentralTrackingPV_117_na	370721	0.0
Oahu_CentralTrackingPV_118_na	210700	0.0
Oahu_CentralTrackingPV_118_na	210703	0.0
Oahu_CentralTrackingPV_118_na	210706	0.219149202108
Oahu_CentralTrackingPV_118_na	210709	0.799725174904
Oahu_CentralTrackingPV_118_na	210712	0.739842236042
Oahu_CentralTrackingPV_118_na	210715	0.890535652637
Oahu_CentralTrackingPV_118_na	210718	0.589219391346
Oahu_CentralTrackingPV_118_na	210721	0.0
Oahu_CentralTrackingPV_118_na	370700	0.0
Oahu_CentralTrackingPV_118_na	370703	0.0
Oahu_CentralTrackingPV_118_na	370706	0.219149202108
Oahu_CentralTrackingPV_118_na	370709	0.799725174904
Oahu_CentralTrackingPV_118_na	370712	0.739842236042
Oahu_CentralTrackingPV_118_na	370715	0.890535652637
Oahu_CentralTrackingPV_118_na	370718	0.589219391346
Oahu_CentralTrackingPV_118_na	370721	0.0
Oahu_CentralTrackingPV_119_na	210700	0.0
Oahu_CentralTrackingPV_119_na	210703	0.0
Oahu_CentralTrackingPV_119_na	210706	0.0739104598761
Oahu_CentralTrackingPV_119_na	210709	0.749940156937
Oahu_CentralTrackingPV_119_na	210712	0.73217189312
Oahu_CentralTrackingPV_119_na	210715	0.497755646706
Oahu_CentralTrackingPV_119_na	210718	0.733580231667
Oahu_CentralTrackingPV_119_na	210721	0.0
Oahu_CentralTrackingPV_119_na	370700	0.0
Oahu_CentralTrackingPV_119_na	370703	0.0
Oahu_CentralTrackingPV_119_na	370706	0.0739104598761
Oahu_CentralTrackingPV_119_na	370709	0.749940156937
Oahu_CentralTrackingPV_119_na	370712	0.73217189312
Oahu_CentralTrackingPV_119_na	370715	0.497755646706
Oahu_CentralTrackingPV_119_na	370718	0.733580231667
Oahu_CentralTrackingPV_119_na	370721	0.0
Oahu_CentralTrackingPV_11_na	210700	0.0
Oahu_CentralTrackingPV_11_na	210703	0.0
Oahu_CentralTrackingPV_11_na	210706	0.190746098757
Oahu_CentralTrackingPV_11_na	210709	0.716442883015
Oahu_CentralTrackingPV_11_na	210712	0.774633944035
Oahu_CentralTrackingPV_11_na	210715	0.849518716335
Oahu_CentralTrackingPV_11_na	210718	0.165838718414
Oahu_CentralTrackingPV_11_na	210721	0.0
Oahu_CentralTrackingPV_11_na	370700	0.0
Oahu_CentralTrackingPV_11_na	370703	0.0
Oahu_CentralTrackingPV_11_na	370706	0.190746098757
Oahu_CentralTrackingPV_11_na	370709	0.716442883015
Oahu_CentralTrackingPV_11_na	370712	0.774633944035
Oahu_CentralTrackingPV_11_na	370715	0.849518716335
Oahu_CentralTrackingPV_11_na	370718	0.165838718414
Oahu_CentralTrackingPV_11_na	370721	0.0
Oahu_CentralTrackingPV_120_na	210700	0.0
Oahu_CentralTrackingPV_120_na	210703	0.0
Oahu_CentralTrackingPV_120_na	210706	0.118951104581
Oahu_CentralTrackingPV_120_na	210709	0.748347401619
Oahu_CentralTrackingPV_120_na	210712	0.724555134773
Oahu_CentralTrackingPV_120_na	210715	0.37880423665
Oahu_CentralTrackingPV_120_na	210718	0.595824420452
Oahu_CentralTrackingPV_120_na	210721	0.0
Oahu_CentralTrackingPV_120_na	370700	0.0
Oahu_CentralTrackingPV_120_na	370703	0.0
Oahu_CentralTrackingPV_120_na	370706	0.118951104581
Oahu_CentralTrackingPV_120_na	370709	0.748347401619
Oahu_CentralTrackingPV_120_na	370712	0.724555134773
Oahu_CentralTrackingPV_120_na	370715	0.37880423665
Oahu_CentralTrackingPV_120_na	370718	0.595824420452
Oahu_CentralTrackingPV_120_na	370721	0.0
Oahu_CentralTrackingPV_121_na	210700	0.0
Oahu_CentralTrackingPV_121_na	210703	0.0
Oahu_CentralTrackingPV_121_na	210706	0.122581459582
Oahu_CentralTrackingPV_121_na	210709	0.664172768593
Oahu_CentralTrackingPV_121_na	210712	0.740560114384
Oahu_CentralTrackingPV_121_na	210715	0.373722612858
Oahu_CentralTrackingPV_121_na	210718	0.65081936121
Oahu_CentralTrackingPV_121_na	210721	0.0
Oahu_CentralTrackingPV_121_na	370700	0.0
Oahu_CentralTrackingPV_121_na	370703	0.0
Oahu_CentralTrackingPV_121_na	370706	0.122581459582
Oahu_CentralTrackingPV_121_na	370709	0.664172768593
Oahu_CentralTrackingPV_121_na	370712	0.740560114384
Oahu_CentralTrackingPV_121_na	370715	0.373722612858
Oahu_CentralTrackingPV_121_na	370718	0.65081936121
Oahu_CentralTrackingPV_121_na	370721	0.0
Oahu_CentralTrackingPV_122_na	210700	0.0
Oahu_CentralTrackingPV_122_na	210703	0.0
Oahu_CentralTrackingPV_122_na	210706	0.108375482261
Oahu_CentralTrackingPV_122_na	210709	0.549488425255
Oahu_CentralTrackingPV_122_na	210712	0.694585025311
Oahu_CentralTrackingPV_122_na	210715	0.403979480267
Oahu_CentralTrackingPV_122_na	210718	0.313950538635
Oahu_CentralTrackingPV_122_na	210721	0.0
Oahu_CentralTrackingPV_122_na	370700	0.0
Oahu_CentralTrackingPV_122_na	370703	0.0
Oahu_CentralTrackingPV_122_na	370706	0.108375482261
Oahu_CentralTrackingPV_122_na	370709	0.549488425255
Oahu_CentralTrackingPV_122_na	370712	0.694585025311
Oahu_CentralTrackingPV_122_na	370715	0.403979480267
Oahu_CentralTrackingPV_122_na	370718	0.313950538635
Oahu_CentralTrackingPV_122_na	370721	0.0
Oahu_CentralTrackingPV_123_na	210700	0.0
Oahu_CentralTrackingPV_123_na	210703	0.0
Oahu_CentralTrackingPV_123_na	210706	0.0724855735898
Oahu_CentralTrackingPV_123_na	210709	0.501230239868
Oahu_CentralTrackingPV_123_na	210712	0.629261910915
Oahu_CentralTrackingPV_123_na	210715	0.457797080278
Oahu_CentralTrackingPV_123_na	210718	0.397883296013
Oahu_CentralTrackingPV_123_na	210721	0.0
Oahu_CentralTrackingPV_123_na	370700	0.0
Oahu_CentralTrackingPV_123_na	370703	0.0
Oahu_CentralTrackingPV_123_na	370706	0.0724855735898
Oahu_CentralTrackingPV_123_na	370709	0.501230239868
Oahu_CentralTrackingPV_123_na	370712	0.629261910915
Oahu_CentralTrackingPV_123_na	370715	0.457797080278
Oahu_CentralTrackingPV_123_na	370718	0.397883296013
Oahu_CentralTrackingPV_123_na	370721	0.0
Oahu_CentralTrackingPV_124_na	210700	0.0
Oahu_CentralTrackingPV_124_na	210703	0.0
Oahu_CentralTrackingPV_124_na	210706	0.0766844525933
Oahu_CentralTrackingPV_124_na	210709	0.517960727215
Oahu_CentralTrackingPV_124_na	210712	0.599820911884
Oahu_CentralTrackingPV_124_na	210715	0.452343285084
Oahu_CentralTrackingPV_124_na	210718	0.547994792461
Oahu_CentralTrackingPV_124_na	210721	0.0
Oahu_CentralTrackingPV_124_na	370700	0.0
Oahu_CentralTrackingPV_124_na	370703	0.0
Oahu_CentralTrackingPV_124_na	370706	0.0766844525933
Oahu_CentralTrackingPV_124_na	370709	0.517960727215
Oahu_CentralTrackingPV_124_na	370712	0.599820911884
Oahu_CentralTrackingPV_124_na	370715	0.452343285084
Oahu_CentralTrackingPV_124_na	370718	0.547994792461
Oahu_CentralTrackingPV_124_na	370721	0.0
Oahu_CentralTrackingPV_125_na	210700	0.0
Oahu_CentralTrackingPV_125_na	210703	0.0
Oahu_CentralTrackingPV_125_na	210706	0.0696329772472
Oahu_CentralTrackingPV_125_na	210709	0.841617286205
Oahu_CentralTrackingPV_125_na	210712	0.868061125278
Oahu_CentralTrackingPV_125_na	210715	0.884245157242
Oahu_CentralTrackingPV_125_na	210718	0.724320232868
Oahu_CentralTrackingPV_125_na	210721	0.0
Oahu_CentralTrackingPV_125_na	370700	0.0
Oahu_CentralTrackingPV_125_na	370703	0.0
Oahu_CentralTrackingPV_125_na	370706	0.0696329772472
Oahu_CentralTrackingPV_125_na	370709	0.841617286205
Oahu_CentralTrackingPV_125_na	370712	0.868061125278
Oahu_CentralTrackingPV_125_na	370715	0.884245157242
Oahu_CentralTrackingPV_125_na	370718	0.724320232868
Oahu_CentralTrackingPV_125_na	370721	0.0
Oahu_CentralTrackingPV_126_na	210700	0.0
Oahu_CentralTrackingPV_126_na	210703	0.0
Oahu_CentralTrackingPV_126_na	210706	0.0804350823164
Oahu_CentralTrackingPV_126_na	210709	0.842025220394
Oahu_CentralTrackingPV_126_na	210712	0.888174951077
Oahu_CentralTrackingPV_126_na	210715	0.893952727318
Oahu_CentralTrackingPV_126_na	210718	0.725446522236
Oahu_CentralTrackingPV_126_na	210721	0.0
Oahu_CentralTrackingPV_126_na	370700	0.0
Oahu_CentralTrackingPV_126_na	370703	0.0
Oahu_CentralTrackingPV_126_na	370706	0.0804350823164
Oahu_CentralTrackingPV_126_na	370709	0.842025220394
Oahu_CentralTrackingPV_126_na	370712	0.888174951077
Oahu_CentralTrackingPV_126_na	370715	0.893952727318
Oahu_CentralTrackingPV_126_na	370718	0.725446522236
Oahu_CentralTrackingPV_126_na	370721	0.0
Oahu_CentralTrackingPV_127_na	210700	0.0
Oahu_CentralTrackingPV_127_na	210703	0.0
Oahu_CentralTrackingPV_127_na	210706	0.11111433059
Oahu_CentralTrackingPV_127_na	210709	0.842337489128
Oahu_CentralTrackingPV_127_na	210712	0.862096250057
Oahu_CentralTrackingPV_127_na	210715	0.896000027657
Oahu_CentralTrackingPV_127_na	210718	0.726371407509
Oahu_CentralTrackingPV_127_na	210721	0.0
Oahu_CentralTrackingPV_127_na	370700	0.0
Oahu_CentralTrackingPV_127_na	370703	0.0
Oahu_CentralTrackingPV_127_na	370706	0.11111433059
Oahu_CentralTrackingPV_127_na	370709	0.842337489128
Oahu_CentralTrackingPV_127_na	370712	0.862096250057
Oahu_CentralTrackingPV_127_na	370715	0.896000027657
Oahu_CentralTrackingPV_127_na	370718	0.726371407509
Oahu_CentralTrackingPV_127_na	370721	0.0
Oahu_CentralTrackingPV_128_na	210700	0.0
Oahu_CentralTrackingPV_128_na	210703	0.0
Oahu_CentralTrackingPV_128_na	210706	0.1624892205
Oahu_CentralTrackingPV_128_na	210709	0.84351837635
Oahu_CentralTrackingPV_128_na	210712	0.84361666441
Oahu_CentralTrackingPV_128_na	210715	0.896000027657
Oahu_CentralTrackingPV_128_na	210718	0.728750109673
Oahu_CentralTrackingPV_128_na	210721	0.0
Oahu_CentralTrackingPV_128_na	370700	0.0
Oahu_CentralTrackingPV_128_na	370703	0.0
Oahu_CentralTrackingPV_128_na	370706	0.1624892205
Oahu_CentralTrackingPV_128_na	370709	0.84351837635
Oahu_CentralTrackingPV_128_na	370712	0.84361666441
Oahu_CentralTrackingPV_128_na	370715	0.896000027657
Oahu_CentralTrackingPV_128_na	370718	0.728750109673
Oahu_CentralTrackingPV_128_na	370721	0.0
Oahu_CentralTrackingPV_129_na	210700	0.0
Oahu_CentralTrackingPV_129_na	210703	0.0
Oahu_CentralTrackingPV_129_na	210706	0.173048645258
