site_id,grid_id,i,j,central_area,net_pv_capacity
704,E,94,57,709687.2702,63.87185432
705,E,94,58,161060.3038,14.49542735
706,E,94,59,99042.392,8.91381528
707,E,94,60,49247.492,4.43227428
708,E,95,56,493757.783,44.43820047
709,E,95,57,928753.6948,83.58783253
710,E,95,58,511026.3183,45.99236865
711,E,95,59,24766.0471,2.228944239
712,E,96,55,10119.485,0.91075365
713,E,96,56,489205.313,44.02847817
714,E,96,57,789105.0015,71.01945013
715,E,96,58,159421.0779,14.34789701
716,E,96,59,7207.336202,0.648660258
717,E,97,55,303936.1361,27.35425225
718,E,97,56,919466.3639,82.75197276
719,E,97,57,681783.7188,61.3605347
720,E,97,58,44.4615,0.004001535
721,E,98,51,2700,0.243
722,E,98,53,46568.592,4.19117328
723,E,98,55,233452.0166,21.01068149
724,E,98,56,537108.803,48.33979227
725,E,98,57,64373.76263,5.793638637
726,E,99,50,19769.594,1.77926346
727,E,99,51,52630.406,4.73673654
728,E,99,52,6802.04,0.6121836
729,E,99,53,254229.368,22.88064312
730,E,99,55,8900,0.801
731,E,99,56,13568.875,1.22119875
