timepoint_label	Oahu_Kahe_K1	Oahu_Kahe_K3	Oahu_Kahe_K2	Oahu_Kahe_K5	Oahu_Kahe_K4	Oahu_Kahe_K6	Oahu_Waiau_W5	Oahu_Waiau_W7_W8	Oahu_Honolulu_H9	Oahu_Honolulu_H8	Oahu_Tesoro_GEN1	Oahu_Waiau_W10_W9	Oahu_HPower_GEN1	Oahu_Waiau_W4	Oahu_Chevron_GEN1_GEN2_GEN3	Oahu_Kalaeloa_CC1_CC2	Oahu_Waiau_W6	Oahu_Waiau_W3	Oahu_AES_GEN1
2007-01-30-21:00	0.0	0.0	0.0	0.0	83.712	116.99839421171941	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-01-30-22:00	0.0	0.0	0.0	0.0	0.0	85.31036979771937	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-01-30-23:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	35.33239176971941	178.2
2007-02-17-00:00	0.0	0.0	0.0	0.0	0.0	0.0	14.994416183719409	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-01:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	26.382389328719366	45.312	178.2
2007-02-17-02:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	102.22841130071937	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	0.0	178.2
2007-02-17-03:00	0.0	0.0	0.0	0.0	0.0	0.0	1.6163722387193502	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	0.0	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-04:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	68.05642594971944	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-05:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	19.812391769719394	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-06:00	0.0	48.93042594971939	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-07:00	74.784	0.0	0.0	0.0	0.0	71.27636979771944	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-08:00	0.0	0.0	0.0	21.376386886719246	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-09:00	0.0	78.81599999999999	74.97599999999998	0.0	0.0	120.31841862271926	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-10:00	0.0	78.81599999999999	74.97599999999998	0.0	83.712	51.48636247271941	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-11:00	74.784	0.0	0.0	122.67441618271926	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-12:00	63.402425952719256	0.0	74.97599999999998	0.0	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-13:00	74.784	0.0	74.97599999999998	92.64039665271923	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-14:00	0.0	28.27641130071936	0.0	0.0	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-15:00	0.0	0.0	29.332391769719493	122.97599999999998	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-16:00	74.784	78.81599999999999	74.97599999999998	0.0	0.0	16.094416183719378	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-17:00	0.0	0.0	74.97599999999998	0.0	83.712	96.03240397271935	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-18:00	9.376377122719418	78.81599999999999	0.0	122.97599999999998	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-19:00	74.784	0.0	74.97599999999998	29.888418622719342	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-20:00	74.784	0.0	19.730423507719337	122.97599999999998	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-21:00	36.0484088597193	0.0	0.0	0.0	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-22:00	0.0	0.0	74.97599999999998	0.0	0.0	4.084369797719432	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-02-17-23:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	43.08241130071934	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-00:00	0.0	0.0	0.0	0.0	0.0	0.0	48.57637467971921	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	0.0	178.2
2007-03-12-01:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.15038444571933	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-02:00	0.0	0.0	0.0	0.0	0.0	0.0	3.3463942117193737	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	0.0	178.2
2007-03-12-03:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	114.32840641871942	0.0	0.0	15.639725799091199	0.0	57.599999999999994	0.0	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-04:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	27.972406418719398	178.2
2007-03-12-05:00	0.0	0.0	0.0	108.74042350771947	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-06:00	74.784	0.0	74.97599999999998	0.0	83.712	2.2783722387193306	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-07:00	0.0	78.81599999999999	74.97599999999998	122.97599999999998	1.4723624727192828	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-08:00	74.784	0.0	0.0	52.28245036271926	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-09:00	74.784	0.0	74.97599999999998	12.516411302719348	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-10:00	74.784	0.0	0.0	122.97599999999998	83.712	105.62834782271932	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-11:00	74.784	36.446342942719184	74.97599999999998	0.0	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-12:00	74.784	0.0	0.0	122.97599999999998	83.712	123.41838688271935	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-13:00	74.784	2.832367352719416	74.97599999999998	122.97599999999998	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-14:00	74.784	38.67236735271922	74.97599999999998	122.97599999999998	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-15:00	0.0	78.81599999999999	74.97599999999998	102.68640153271906	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-16:00	0.0	0.0	74.97599999999998	87.05041130271923	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-17:00	74.784	0.0	74.97599999999998	32.32634782271941	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-18:00	74.784	78.81599999999999	27.0524259527192	122.97599999999998	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-19:00	74.784	0.0	74.97599999999998	42.62639665271922	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-20:00	74.784	0.0	74.97599999999998	0.0	59.35841618271911	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-21:00	0.0	0.0	0.0	117.04840885971942	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-22:00	0.0	78.81599999999999	38.41441374271915	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-03-12-23:00	0.0	0.0	17.59039909371938	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-00:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	113.91837223871937	0.0	0.0	15.639725799091199	0.0	57.599999999999994	0.0	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-01:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	29.83237223871947	7.21737560760192	151.16050194058752	0.0	0.0	178.2
2007-04-09-02:00	0.0	0.0	0.0	0.0	0.0	0.0	22.684379562719467	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	0.0	0.0	178.2
2007-04-09-03:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.20037223871945	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-04:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	0.0	7.21737560760192	151.16050194058752	42.450425949719374	45.312	178.2
2007-04-09-05:00	0.0	70.4603942117194	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-06:00	25.91237467971916	78.81599999999999	0.0	0.0	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-07:00	0.0	0.0	74.97599999999998	0.0	83.712	91.34240153571932	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-08:00	64.24637224271922	78.81599999999999	74.97599999999998	0.0	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-09:00	4.040401532719329	0.0	0.0	122.97599999999998	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-10:00	74.784	78.81599999999999	2.512421062719252	122.97599999999998	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-11:00	0.0	78.81599999999999	74.97599999999998	122.97599999999998	83.712	12.270372242719215	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-12:00	74.784	78.81599999999999	74.97599999999998	0.0	83.712	71.79245036271925	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-13:00	0.0	78.81599999999999	0.0	122.97599999999998	58.77636735271926	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-14:00	74.784	0.0	74.97599999999998	122.97599999999998	0.0	108.61434782271931	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-15:00	0.0	0.0	43.70043571271924	122.97599999999998	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-16:00	74.784	2.066338062719356	74.97599999999998	0.0	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-17:00	0.0	0.0	19.250362472719416	122.97599999999998	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-18:00	74.784	78.81599999999999	0.0	122.97599999999998	83.712	31.702362472719297	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-19:00	74.784	78.81599999999999	74.97599999999998	79.91244548271914	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-20:00	44.63036735271919	0.0	74.97599999999998	0.0	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-21:00	74.784	0.0	24.98437956271937	0.0	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-22:00	0.0	0.0	0.0	95.63037712171933	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-09-23:00	0.0	0.0	0.0	0.0	0.0	0.0	48.77438444571936	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-00:00	0.0	0.0	0.0	0.0	0.0	0.0	45.19238688671939	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	0.0	45.312	178.2
2007-04-10-01:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	61.9764088597193	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-02:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	143.2564186257194	0.0	0.0	15.639725799091199	0.0	57.599999999999994	0.0	7.21737560760192	151.16050194058752	0.0	45.312	178.2
2007-04-10-03:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	0.0	0.8204015357194123	178.2
2007-04-10-04:00	0.0	0.0	0.0	0.0	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	9.78242350771944	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-05:00	0.0	0.0	0.0	95.6903746797193	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-06:00	0.0	0.0	74.97599999999998	122.97599999999998	8.2383746797193	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-07:00	0.0	78.81599999999999	74.97599999999998	94.2783795627193	0.0	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-08:00	74.784	78.81599999999999	74.97599999999998	0.0	0.0	78.61443571271923	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-09:00	16.26635759271926	78.81599999999999	0.0	122.97599999999998	0.0	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-10:00	74.784	78.81599999999999	0.0	122.97599999999998	83.712	6.39242595271935	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-11:00	74.784	78.81599999999999	74.97599999999998	59.39242595271929	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-12:00	0.0	78.81599999999999	0.0	122.97599999999998	59.406372242719215	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-13:00	0.0	51.73034294271929	0.0	122.97599999999998	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-14:00	74.784	19.182377122719398	74.97599999999998	122.97599999999998	83.712	0.0	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
2007-04-10-15:00	74.784	0.0	74.97599999999998	3.7463917727193348	83.712	123.55199999999998	49.824	149.37599999999998	0.0	0.0	15.639725799091199	0.0	57.599999999999994	45.792	7.21737560760192	151.16050194058752	49.727999999999994	45.312	178.2
