PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw	proj_capacity_limit_mw	proj_variable_om
Oahu_CentralPV_220_na	.	CentralPV	Oahu	26372.67662	50.36681919	.
Oahu_CentralPV_221_na	.	CentralPV	Oahu	27139.37587	50.41152815	.
Oahu_CentralPV_222_na	.	CentralPV	Oahu	27928.6308	31.0783997	.
Oahu_CentralPV_223_na	.	CentralPV	Oahu	28721.77448	40.7131095	.
Oahu_CentralPV_224_na	.	CentralPV	Oahu	29526.48766	54.37024776	.
Oahu_CentralPV_225_na	.	CentralPV	Oahu	30351.06855	80.41363474	.
Oahu_CentralPV_226_na	.	CentralPV	Oahu	31176.35007	53.53861305	.
Oahu_CentralPV_227_na	.	CentralPV	Oahu	32010.67788	44.79772939	.
Oahu_CentralPV_228_na	.	CentralPV	Oahu	32862.87626	17.97995131	.
Oahu_CentralPV_229_na	.	CentralPV	Oahu	16702.9198	4.000936454	.
Oahu_CentralPV_22_na	.	CentralPV	Oahu	37174.49239	62.54561119	.
Oahu_CentralPV_230_na	.	CentralPV	Oahu	16407.61609	0.007857376	.
Oahu_CentralPV_231_na	.	CentralPV	Oahu	16170.73945	0.913340655	.
Oahu_CentralPV_232_na	.	CentralPV	Oahu	15991.14869	19.98511825	.
Oahu_CentralPV_233_na	.	CentralPV	Oahu	15869.77872	23.15611835	.
Oahu_CentralPV_234_na	.	CentralPV	Oahu	15810.37214	32.50161219	.
Oahu_CentralPV_235_na	.	CentralPV	Oahu	15813.24652	11.15969548	.
Oahu_CentralPV_236_na	.	CentralPV	Oahu	15877.36634	40.70747704	.
Oahu_CentralPV_237_na	.	CentralPV	Oahu	16003.73491	41.93176287	.
Oahu_CentralPV_238_na	.	CentralPV	Oahu	16188.12995	64.11554252	.
Oahu_CentralPV_239_na	.	CentralPV	Oahu	16432.6572	45.64632276	.
Oahu_CentralPV_23_na	.	CentralPV	Oahu	37773.4926	24.82932558	.
Oahu_CentralPV_240_na	.	CentralPV	Oahu	16729.38407	58.78872654	.
Oahu_CentralPV_241_na	.	CentralPV	Oahu	17077.86546	61.74160418	.
Oahu_CentralPV_242_na	.	CentralPV	Oahu	17479.73203	62.94880861	.
Oahu_CentralPV_243_na	.	CentralPV	Oahu	17922.78759	70.06718715	.
Oahu_CentralPV_244_na	.	CentralPV	Oahu	18413.63142	65.6366576	.
Oahu_CentralPV_245_na	.	CentralPV	Oahu	18938.08901	81.55443696	.
Oahu_CentralPV_246_na	.	CentralPV	Oahu	19504.73563	72.25246003	.
Oahu_CentralPV_247_na	.	CentralPV	Oahu	20097.96607	19.84153854	.
Oahu_CentralPV_248_na	.	CentralPV	Oahu	22054.39436	59.86760108	.
Oahu_CentralPV_249_na	.	CentralPV	Oahu	22760.46708	86.25703803	.
Oahu_CentralPV_24_na	.	CentralPV	Oahu	29955.46264	5.520098816	.
Oahu_CentralPV_250_na	.	CentralPV	Oahu	23479.39374	40.18999851	.
Oahu_CentralPV_251_na	.	CentralPV	Oahu	24217.06425	72.35016702	.
Oahu_CentralPV_252_na	.	CentralPV	Oahu	24980.38927	73.01684995	.
Oahu_CentralPV_253_na	.	CentralPV	Oahu	25750.89033	66.10591121	.
Oahu_CentralPV_254_na	.	CentralPV	Oahu	26535.6002	41.11331757	.
Oahu_CentralPV_255_na	.	CentralPV	Oahu	27342.32759	39.21408308	.
Oahu_CentralPV_256_na	.	CentralPV	Oahu	28152.03144	53.49236153	.
Oahu_CentralPV_257_na	.	CentralPV	Oahu	28972.60965	52.08528172	.
Oahu_CentralPV_258_na	.	CentralPV	Oahu	29812.54969	63.10774906	.
Oahu_CentralPV_259_na	.	CentralPV	Oahu	30652.36798	64.27149221	.
Oahu_CentralPV_25_na	.	CentralPV	Oahu	30251.10533	48.39648702	.
Oahu_CentralPV_260_na	.	CentralPV	Oahu	31500.61054	64.53937452	.
Oahu_CentralPV_261_na	.	CentralPV	Oahu	32366.27471	49.94406202	.
Oahu_CentralPV_262_na	.	CentralPV	Oahu	33229.51829	25.63710287	.
Oahu_CentralPV_263_na	.	CentralPV	Oahu	34099.37402	0.379417211	.
Oahu_CentralPV_264_na	.	CentralPV	Oahu	34975.34867	0.054274189	.
Oahu_CentralPV_265_na	.	CentralPV	Oahu	15764.11966	1.21505094	.
Oahu_CentralPV_266_na	.	CentralPV	Oahu	15450.94302	27.02261904	.
Oahu_CentralPV_267_na	.	CentralPV	Oahu	15199.22397	41.6581718	.
Oahu_CentralPV_268_na	.	CentralPV	Oahu	14878.74824	43.8827458	.
Oahu_CentralPV_269_na	.	CentralPV	Oahu	14815.43105	88.19006816	.
Oahu_CentralPV_26_na	.	CentralPV	Oahu	30926.21378	2.73098088	.
Oahu_CentralPV_270_na	.	CentralPV	Oahu	14818.56058	67.18069718	.
Oahu_CentralPV_271_na	.	CentralPV	Oahu	14887.02729	36.30294163	.
Oahu_CentralPV_272_na	.	CentralPV	Oahu	15021.79166	63.5261942	.
Oahu_CentralPV_273_na	.	CentralPV	Oahu	15218.15045	85.64404266	.
Oahu_CentralPV_274_na	.	CentralPV	Oahu	15478.07027	51.76661769	.
Oahu_CentralPV_275_na	.	CentralPV	Oahu	15792.80207	78.30171503	.
Oahu_CentralPV_276_na	.	CentralPV	Oahu	16161.5491	66.70994098	.
Oahu_CentralPV_277_na	.	CentralPV	Oahu	16585.69002	61.70097318	.
Oahu_CentralPV_278_na	.	CentralPV	Oahu	17052.04626	78.66512734	.
Oahu_CentralPV_279_na	.	CentralPV	Oahu	17567.29065	62.93374767	.
Oahu_CentralPV_27_na	.	CentralPV	Oahu	31303.1714	25.23830124	.
Oahu_CentralPV_280_na	.	CentralPV	Oahu	18116.31834	88.68969859	.
Oahu_CentralPV_281_na	.	CentralPV	Oahu	18707.92372	63.08877804	.
Oahu_CentralPV_282_na	.	CentralPV	Oahu	19325.67838	5.85960732	.
Oahu_CentralPV_283_na	.	CentralPV	Oahu	20654.65796	14.42544179	.
Oahu_CentralPV_284_na	.	CentralPV	Oahu	21353.11898	80.26309075	.
Oahu_CentralPV_285_na	.	CentralPV	Oahu	22081.67093	67.68148649	.
Oahu_CentralPV_286_na	.	CentralPV	Oahu	22822.03307	79.01523243	.
Oahu_CentralPV_287_na	.	CentralPV	Oahu	23580.31814	88.6470879	.
Oahu_CentralPV_288_na	.	CentralPV	Oahu	24363.6413	85.66619365	.
Oahu_CentralPV_289_na	.	CentralPV	Oahu	25153.08076	42.335815	.
Oahu_CentralPV_28_na	.	CentralPV	Oahu	31706.26881	0.48700575	.
Oahu_CentralPV_290_na	.	CentralPV	Oahu	25955.90785	59.55900915	.
Oahu_CentralPV_291_na	.	CentralPV	Oahu	26780.14068	64.91847884	.
Oahu_CentralPV_292_na	.	CentralPV	Oahu	27606.37422	52.06868609	.
Oahu_CentralPV_293_na	.	CentralPV	Oahu	28442.73377	56.00004309	.
Oahu_CentralPV_294_na	.	CentralPV	Oahu	29297.90287	48.23914747	.
Oahu_CentralPV_295_na	.	CentralPV	Oahu	30152.09178	48.58134525	.
Oahu_CentralPV_296_na	.	CentralPV	Oahu	31014.0521	55.34287463	.
Oahu_CentralPV_297_na	.	CentralPV	Oahu	31892.95717	53.3258257	.
Oahu_CentralPV_298_na	.	CentralPV	Oahu	32768.70248	15.62241137	.
Oahu_CentralPV_299_na	.	CentralPV	Oahu	33650.50207	33.93099989	.
Oahu_CentralPV_29_na	.	CentralPV	Oahu	35773.91268	15.07686984	.
Oahu_CentralPV_2_na	.	CentralPV	Oahu	35001.34604	5.29123959	.
Oahu_CentralPV_300_na	.	CentralPV	Oahu	34537.89229	28.55097093	.
Oahu_CentralPV_301_na	.	CentralPV	Oahu	35440.50984	9.488612565	.
Oahu_CentralPV_302_na	.	CentralPV	Oahu	14499.49219	55.37015876	.
Oahu_CentralPV_303_na	.	CentralPV	Oahu	14231.01345	77.32057522	.
Oahu_CentralPV_304_na	.	CentralPV	Oahu	14026.73511	70.98565917	.
Oahu_CentralPV_305_na	.	CentralPV	Oahu	13888.33758	86.76468311	.
Oahu_CentralPV_306_na	.	CentralPV	Oahu	13820.54648	88.4187353	.
Oahu_CentralPV_307_na	.	CentralPV	Oahu	13823.96354	67.91333925	.
Oahu_CentralPV_308_na	.	CentralPV	Oahu	13897.39326	61.88833633	.
Oahu_CentralPV_309_na	.	CentralPV	Oahu	14041.72123	74.78293368	.
Oahu_CentralPV_30_na	.	CentralPV	Oahu	36375.82759	86.50606067	.
Oahu_CentralPV_310_na	.	CentralPV	Oahu	14251.65087	55.88576308	.
Oahu_CentralPV_311_na	.	CentralPV	Oahu	14528.93224	83.65937987	.
Oahu_CentralPV_312_na	.	CentralPV	Oahu	14863.83395	88.68056164	.
Oahu_CentralPV_313_na	.	CentralPV	Oahu	15255.11017	58.8668692	.
Oahu_CentralPV_314_na	.	CentralPV	Oahu	15703.80878	49.00001573	.
Oahu_CentralPV_315_na	.	CentralPV	Oahu	16195.63349	52.39055233	.
Oahu_CentralPV_316_na	.	CentralPV	Oahu	16737.31622	58.841103	.
Oahu_CentralPV_317_na	.	CentralPV	Oahu	17312.73578	82.90503648	.
Oahu_CentralPV_318_na	.	CentralPV	Oahu	17930.92417	11.60876983	.
Oahu_CentralPV_319_na	.	CentralPV	Oahu	19247.17299	5.421982205	.
Oahu_CentralPV_31_na	.	CentralPV	Oahu	36987.81383	24.19069794	.
Oahu_CentralPV_320_na	.	CentralPV	Oahu	19953.74463	76.9430964	.
Oahu_CentralPV_321_na	.	CentralPV	Oahu	20675.94068	88.48629175	.
Oahu_CentralPV_322_na	.	CentralPV	Oahu	21427.57226	51.14415149	.
Oahu_CentralPV_323_na	.	CentralPV	Oahu	22189.81004	87.07679201	.
Oahu_CentralPV_324_na	.	CentralPV	Oahu	22969.01606	89.1092346	.
Oahu_CentralPV_325_na	.	CentralPV	Oahu	23772.52948	86.73011715	.
Oahu_CentralPV_326_na	.	CentralPV	Oahu	24580.9976	22.13602972	.
Oahu_CentralPV_327_na	.	CentralPV	Oahu	25401.94794	49.47670376	.
Oahu_CentralPV_328_na	.	CentralPV	Oahu	26243.62024	42.09746552	.
Oahu_CentralPV_329_na	.	CentralPV	Oahu	27086.25873	8.925791278	.
Oahu_CentralPV_32_na	.	CentralPV	Oahu	28499.1171	0.0269073	.
Oahu_CentralPV_330_na	.	CentralPV	Oahu	27938.22598	30.7646496	.
Oahu_CentralPV_331_na	.	CentralPV	Oahu	28808.40774	28.43096267	.
Oahu_CentralPV_332_na	.	CentralPV	Oahu	29676.72059	19.69731427	.
Oahu_CentralPV_333_na	.	CentralPV	Oahu	30552.12598	30.10190076	.
Oahu_CentralPV_334_na	.	CentralPV	Oahu	31443.97534	13.60976301	.
Oahu_CentralPV_335_na	.	CentralPV	Oahu	32331.91317	4.7832363	.
Oahu_CentralPV_336_na	.	CentralPV	Oahu	33225.33551	58.26210606	.
Oahu_CentralPV_337_na	.	CentralPV	Oahu	34123.81168	27.0371393	.
Oahu_CentralPV_338_na	.	CentralPV	Oahu	35037.12564	24.00827166	.
Oahu_CentralPV_339_na	.	CentralPV	Oahu	35944.62677	6.05005101	.
Oahu_CentralPV_33_na	.	CentralPV	Oahu	29012.20791	54.37469678	.
Oahu_CentralPV_340_na	.	CentralPV	Oahu	13544.55677	24.94749731	.
Oahu_CentralPV_341_na	.	CentralPV	Oahu	13256.81277	23.65891327	.
Oahu_CentralPV_342_na	.	CentralPV	Oahu	13037.34026	84.76622873	.
Oahu_CentralPV_343_na	.	CentralPV	Oahu	12888.38585	78.18803431	.
Oahu_CentralPV_344_na	.	CentralPV	Oahu	12815.36989	49.72237041	.
Oahu_CentralPV_345_na	.	CentralPV	Oahu	12819.11803	73.2627813	.
Oahu_CentralPV_346_na	.	CentralPV	Oahu	12898.33256	76.47907221	.
Oahu_CentralPV_347_na	.	CentralPV	Oahu	13053.77442	37.80718988	.
Oahu_CentralPV_348_na	.	CentralPV	Oahu	13279.39301	8.819299441	.
Oahu_CentralPV_349_na	.	CentralPV	Oahu	13576.60699	47.69164471	.
Oahu_CentralPV_34_na	.	CentralPV	Oahu	29317.42297	61.11939937	.
Oahu_CentralPV_350_na	.	CentralPV	Oahu	13934.4749	83.09759952	.
Oahu_CentralPV_351_na	.	CentralPV	Oahu	14351.1696	27.42619493	.
Oahu_CentralPV_352_na	.	CentralPV	Oahu	14827.30483	49.34714552	.
Oahu_CentralPV_353_na	.	CentralPV	Oahu	15347.29829	71.31167903	.
Oahu_CentralPV_354_na	.	CentralPV	Oahu	15917.92893	71.08152466	.
Oahu_CentralPV_355_na	.	CentralPV	Oahu	16521.96116	27.25419634	.
Oahu_CentralPV_356_na	.	CentralPV	Oahu	18539.23191	4.462778048	.
Oahu_CentralPV_357_na	.	CentralPV	Oahu	19271.82115	63.85532868	.
Oahu_CentralPV_358_na	.	CentralPV	Oahu	20018.67601	87.43744283	.
Oahu_CentralPV_359_na	.	CentralPV	Oahu	20794.12043	36.85651695	.
Oahu_CentralPV_35_na	.	CentralPV	Oahu	29649.09026	11.82168621	.
Oahu_CentralPV_360_na	.	CentralPV	Oahu	21578.78524	87.50500159	.
Oahu_CentralPV_361_na	.	CentralPV	Oahu	22379.31452	86.24854286	.
Oahu_CentralPV_362_na	.	CentralPV	Oahu	23203.29543	24.41066657	.
Oahu_CentralPV_363_na	.	CentralPV	Oahu	24030.95777	31.96007824	.
Oahu_CentralPV_364_na	.	CentralPV	Oahu	24870.10616	26.68967609	.
Oahu_CentralPV_365_na	.	CentralPV	Oahu	25729.21652	16.60847538	.
Oahu_CentralPV_366_na	.	CentralPV	Oahu	26588.19542	5.209374015	.
Oahu_CentralPV_367_na	.	CentralPV	Oahu	27455.65413	32.20848485	.
Oahu_CentralPV_368_na	.	CentralPV	Oahu	28340.68813	20.25106644	.
Oahu_CentralPV_369_na	.	CentralPV	Oahu	29222.93196	5.226846885	.
Oahu_CentralPV_36_na	.	CentralPV	Oahu	30401.98616	0.606279927	.
Oahu_CentralPV_370_na	.	CentralPV	Oahu	30111.56214	7.90605414	.
Oahu_CentralPV_371_na	.	CentralPV	Oahu	31016.11113	0.032804505	.
Oahu_CentralPV_372_na	.	CentralPV	Oahu	31915.98267	9.0681342	.
Oahu_CentralPV_373_na	.	CentralPV	Oahu	32820.75627	27.86000399	.
Oahu_CentralPV_374_na	.	CentralPV	Oahu	33730.03755	13.2228112	.
Oahu_CentralPV_375_na	.	CentralPV	Oahu	34653.75731	20.18740943	.
Oahu_CentralPV_376_na	.	CentralPV	Oahu	35571.06569	24.31094541	.
Oahu_CentralPV_377_na	.	CentralPV	Oahu	36491.91485	2.4951204	.
Oahu_CentralPV_378_na	.	CentralPV	Oahu	12297.66579	0.581900625	.
Oahu_CentralPV_379_na	.	CentralPV	Oahu	12060.8128	50.65032289	.
Oahu_CentralPV_37_na	.	CentralPV	Oahu	33825.19251	0.378	.
Oahu_CentralPV_380_na	.	CentralPV	Oahu	11899.70341	55.62788284	.
Oahu_CentralPV_381_na	.	CentralPV	Oahu	11820.64507	32.72996482	.
Oahu_CentralPV_382_na	.	CentralPV	Oahu	11824.77117	48.47685649	.
Oahu_CentralPV_383_na	.	CentralPV	Oahu	11910.66312	3.357338686	.
Oahu_CentralPV_384_na	.	CentralPV	Oahu	12642.21885	19.09789645	.
Oahu_CentralPV_385_na	.	CentralPV	Oahu	13025.84123	28.62129818	.
Oahu_CentralPV_386_na	.	CentralPV	Oahu	13470.72871	42.23671692	.
Oahu_CentralPV_387_na	.	CentralPV	Oahu	13976.94416	13.35013858	.
Oahu_CentralPV_388_na	.	CentralPV	Oahu	14527.45983	0.918100125	.
Oahu_CentralPV_389_na	.	CentralPV	Oahu	15129.09558	2.07068481	.
Oahu_CentralPV_38_na	.	CentralPV	Oahu	34988.51613	51.4283206	.
Oahu_CentralPV_390_na	.	CentralPV	Oahu	15763.43261	4.23852241	.
Oahu_CentralPV_391_na	.	CentralPV	Oahu	16440.08166	25.76088831	.
Oahu_CentralPV_392_na	.	CentralPV	Oahu	17139.91651	0.060241414	.
Oahu_CentralPV_393_na	.	CentralPV	Oahu	18625.78667	23.99243923	.
Oahu_CentralPV_394_na	.	CentralPV	Oahu	19397.57176	50.2498215	.
Oahu_CentralPV_395_na	.	CentralPV	Oahu	20196.91637	44.07055637	.
